Author,Song Name
Rabindra Nath Tagore,"আলো আমার, আলো ওগো, আলো ভুবন-ভরা"
Rabindra Nath Tagore,অশান্তি আজ
Rabindra Nath Tagore,অভিশাপ নয় নয়
Rabindra Nath Tagore,শিউলি ফোঁটা ফুরোল যেই ফুরোল শীতের বনে
Rabindra Nath Tagore,অসীম কালসাগরে
Rabindra Nath Tagore,জাগ’ জাগ’ রে জাগ’ সঙ্গীত–চিত্ত অম্বর কর তরঙ্গিত
Rabindra Nath Tagore,যারা কথা দিয়ে তোমার কথা বলে
Rabindra Nath Tagore,আমার আঁধার ভালো
Rabindra Nath Tagore,"তৃষ্ণার শান্তি, সুন্দরকান্তি"
Rabindra Nath Tagore,শুক্‌নো পাতা কে যে ছড়ায় ওই দূরে
Rabindra Nath Tagore,"শ্যামল ছায়া, নাইবা গেলে"
Rabindra Nath Tagore,আমি তোমায় যত
Rabindra Nath Tagore,নিবিড় অমা-তিমির হতে বাহির হল জোয়ার-স্রোতে
Rabindra Nath Tagore,সে যে মনের মানুষ
Rabindra Nath Tagore,নীল- অঞ্জনঘন পুঞ্জছায়ায়
Rabindra Nath Tagore,নৃত্যের তালে তালে
Rabindra Nath Tagore,এই লভিনু সঙ্গ তব সুন্দর হে সুন্দর
Rabindra Nath Tagore,তোমার মনের একটি কথা আমায় বলো
Rabindra Nath Tagore,রাখো রাখো রে জীবনে জীবনবল্লভে
Rabindra Nath Tagore,প্রভাতে বিমল আনন্দে বিকশিত কুসুমগন্ধে
Rabindra Nath Tagore,হৃদয় নন্দন বনে নিভৃত এ নিকেতনে
Rabindra Nath Tagore,সুনীল সাগরের শ্যামল কিনারে
Rabindra Nath Tagore,আহা আজি এ বসন্তে
Rabindra Nath Tagore,তোমার খোলা হাওয়া লাগিয়ে
Rabindra Nath Tagore,দিয়ে গেনু বসন্তের এই গানখানি
Rabindra Nath Tagore,উতল-ধারা বাদল ঝরে। সকল বেলা একা ঘরে
Rabindra Nath Tagore,নিত্য তোমার যে ফুল ফোটে ফুলবনে
Rabindra Nath Tagore,আমার জীবনপাত্র উচ্ছলিয়া মাধুরী করেছ দান
Rabindra Nath Tagore,সার্থক জনম আমার জন্মেছি এই দেশে
Rabindra Nath Tagore,আমি তোমার সঙ্গে বেধেছি আমার প্রাণ
Rabindra Nath Tagore,তুমি যে সুরের আগুন লাগিয়ে দিলে মোর প্রাণে
Rabindra Nath Tagore,এবার অবগুণ্ঠন খোল
Rabindra Nath Tagore,তুমি এবার আমায় লহো হে নাথ
Rabindra Nath Tagore,মোর ভাবনারে কী হাওয়ায় মাতালো
Rabindra Nath Tagore,তুমি যে চেয়ে আছ আকাশ ভ’রে
Rabindra Nath Tagore,সে দিনে আপদ আমার যাবে কেটে
Rabindra Nath Tagore,রাজপুরীতে বাজায় বাঁশি বেলাশেষের তান
Rabindra Nath Tagore,বসে আছি হে কবে শুনিব তোমার বাণী
Rabindra Nath Tagore,অমল ধবল পালে লেগেছে মন্দ মধুর হাওয়া
Rabindra Nath Tagore,তোমার প্রেমে ধন্য কর যারে
Rabindra Nath Tagore,কোথা যে উধাও হল মোর প্রাণ উদাসী
Rabindra Nath Tagore,না সজনী না আমি জানি জানি সে আসিবে না
Rabindra Nath Tagore,"ওগো কাঙাল, আমারে কাঙাল করেছ"
Rabindra Nath Tagore,আমার মন তুমি
Rabindra Nath Tagore,আমার যেতে সরে না মন
Rabindra Nath Tagore,আমার সুরে লাগে তোমার হাসি
Rabindra Nath Tagore,না হয় তোমার যা হয়েছে তাই হল
Rabindra Nath Tagore,চৈত্র পবনে মন চিত্ত বনে
Rabindra Nath Tagore,বর্ষণ মন্দ্রিত অন্ধকারে
Rabindra Nath Tagore,তোমার সুরের ধারা ঝরে যেথায়
Rabindra Nath Tagore,হৃদয়ের একূল ওকূল দুকূল ভেসে যায়
Rabindra Nath Tagore,"বজ্রমানিক দিয়ে গাঁথা, আষাঢ় তোমার মালা"
Rabindra Nath Tagore,না চাহিলে যারে পাওয়া যায়
Rabindra Nath Tagore,যে তোরে পাগল বলে
Rabindra Nath Tagore,ওরে ভাই ফাগুন লেগেছে বনে বনে
Rabindra Nath Tagore,আজি মম জীবনে নামিছে ধীরে
Rabindra Nath Tagore,আমার এই পথ চাওয়াতেই আনন্দ
Rabindra Nath Tagore,আজ নবীন মেঘের সুর লেগেছে আমার মনে
Rabindra Nath Tagore,এই শ্রাবণ-বেলা বাদল-ঝরা যূথীবনের গন্ধে ভরা
Rabindra Nath Tagore,"আষাঢ়সন্ধ্যা ঘনিয়ে এল, গেল রে দিন বয়ে"
Rabindra Nath Tagore,হেরি অহরহ তোমারি বিরহ ভুবনে
Rabindra Nath Tagore,যতবার আলো জ্বালাতে চাই
Rabindra Nath Tagore,গোধূলিগগনে মেঘে ঢেকেছিল তারা
Rabindra Nath Tagore,দিনশেষে বসন্ত যা প্রাণে গেল ব’লে
Rabindra Nath Tagore,"আমি বহু বাসনায় প্রাণপণে চাই, বঞ্চিত করে বাঁচালে মোরে"
Rabindra Nath Tagore,আজি শ্রাবণঘনগহন মোহে গোপন তব চরণ ফেলে
Rabindra Nath Tagore,কোথায় আলো কোথায় ওরে আলো
Rabindra Nath Tagore,এসো হে বৈশাখ এসো এসো
Rabindra Nath Tagore,আজ কিছুতেই যায় না মনের ভার
Rabindra Nath Tagore,মনে কী দ্বিধা রেখে গেলে চলে
Rabindra Nath Tagore,আজ শ্রাবণের পূর্ণিমাতে কী এনেছিস বল্‌
Rabindra Nath Tagore,ফল ফলাবার আশা আমি মনে রাখি নি রে
Rabindra Nath Tagore,বিদায় যখন চাইবে তুমি দক্ষিণসমীরে
Rabindra Nath Tagore,রাঙিয়ে দিয়ে যাও যাও যাও
Rabindra Nath Tagore,আমারে যদি জাগালে আজি নাথ
Rabindra Nath Tagore,আহ্বান আসিল মহোৎসবে
Rabindra Nath Tagore,"তোমার কাছে এ বর মাগি, মরণ হতে যেন জাগি"
Rabindra Nath Tagore,"আরো আরো প্রভু, আরো আরো"
Rabindra Nath Tagore,তুমি কোন্‌ ভাঙনের পথে এলে সুপ্তরাতে
Rabindra Nath Tagore,মায়াবন বিহারিনী
Rabindra Nath Tagore,আমি কী গান গাব যে ভেবে না পাই
Rabindra Nath Tagore,বসন্ত তার গান লিখে যায় ধূলির পরে কী আদরে
Rabindra Nath Tagore,অনন্তের বাণী তুমি
Rabindra Nath Tagore,কেন আমায় পাগল করে যায়
Rabindra Nath Tagore,হৃদয় আমার নাচে রে আজিকে
Rabindra Nath Tagore,উদাসিনী বেশে বিদেশিনী কে সে
Rabindra Nath Tagore,আমার ব্যথা যখন আনে
Rabindra Nath Tagore,আজি ঝড়ের রাতে তোমার অভিসার
Rabindra Nath Tagore,কতবার ভেবেছিনু আপনা ভুলিয়া
Rabindra Nath Tagore, অজানা সুর কে দিয়ে যায় কানে কানে
Rabindra Nath Tagore,যেতে দাও গেল যারা
Rabindra Nath Tagore,কোথাও আমার হারিয়ে যাবার নেই মানা
Rabindra Nath Tagore,আমি তারেই খুঁজে বেড়াই যে রয় মনে
Rabindra Nath Tagore,এবার আমায় ডাকলে দূরে
Rabindra Nath Tagore,প্রেম এসেছিল নিঃশব্দ চরণে
Rabindra Nath Tagore,সে যে বাহির হল আমি জানি
Rabindra Nath Tagore,"মেঘের পরে মেঘ জমেছে, আঁধার করে আসে"
Rabindra Nath Tagore,যিনি সকল কাজের কাজী
Rabindra Nath Tagore,"ও জোনাকী, কী সুখে"
Rabindra Nath Tagore,মম অন্তর উদাসে
Rabindra Nath Tagore,"শ্রাবণ, তুমি বাতাসে কার আভাস পেলে"
Rabindra Nath Tagore,"পেয়েছি ছুটি, বিদায় দেহ ভাই"
Rabindra Nath Tagore,পুরানো জানিয়া চেয়ো না আমারে
Rabindra Nath Tagore,আকাশ আমায় ভরল আলোয়
Rabindra Nath Tagore,এরে ভিখারী সাজায়ে কী রঙ্গ তুমি করিলে
Rabindra Nath Tagore,আমার সকল কাঁটা ধন্য করে
Rabindra Nath Tagore,ও আমার দেশের মাটি তোমার পরে ঠেকাই মাথা।
Rabindra Nath Tagore,আজি ঝরো ঝরো মুখর বাদরদিনে
Rabindra Nath Tagore,"দেখো দেখো, দেখো, শুকতারা আঁখি মেলি চায়"
Rabindra Nath Tagore,সুখের মাঝে তোমায় দেখেছি
Rabindra Nath Tagore,আমার মাঝে তোমারি মায়া জাগালে তুমি কবি
Rabindra Nath Tagore,ওই মালতীলতা দোলে
Rabindra Nath Tagore,সাজাব তোমারে হে ফুল দিয়ে দিয়ে
Rabindra Nath Tagore,আন গো তোরা কার কী আছে
Rabindra Nath Tagore,আছ আপন মহিমা লয়ে
Rabindra Nath Tagore,অনেক কথা যাও যে ব’লে
Rabindra Nath Tagore,দিনের পরে দিন যে গেল
Rabindra Nath Tagore,"জাগো হে রুদ্র, জাগো"
Rabindra Nath Tagore,সকল জনম ভরে ও মোর দরদিয়া
Rabindra Nath Tagore,আমি কেমন করিয়া জানাব আমার
Rabindra Nath Tagore,বিশ্ববীণারবে বিশ্বজন মোহিছে
Rabindra Nath Tagore,শরৎ আলোর কমলবনে
Rabindra Nath Tagore,আমার এ ঘরে আপনার করে
Rabindra Nath Tagore,পাত্রখানা যায় যদি যাক ভেঙেচুরে
Rabindra Nath Tagore,"ছায়া ঘনাইছে বনে বনে, গগনে গগনে ডাকে দেয়া"
Rabindra Nath Tagore,সেই ভালো সেই ভালো
Rabindra Nath Tagore,সুর ভুলে যেই ঘুরে বেড়াই কেবল কাজে
Rabindra Nath Tagore,আমি কান পেতে রই
Rabindra Nath Tagore,আমার যে দিন ভেসে গেছে
Rabindra Nath Tagore,আজি নাহি নাহি নিদ্রা আঁখিপাতে
Rabindra Nath Tagore,মায়বন বিহারিনী হরিণী
Rabindra Nath Tagore,বল তো এইবারের মতো
Rabindra Nath Tagore,নিবিড় মেঘের ছায়ায় মন দিয়েছি মেলে
Rabindra Nath Tagore,আজ দখিন-বাতাসে
Rabindra Nath Tagore,আজ খেলা ভাঙার খেলা খেলবি আয়
Rabindra Nath Tagore,আমি রূপে তোমায় ভোলাব না
Rabindra Nath Tagore,চিত্ত আমার হারালো আজ মেঘের মাঝখানে
Rabindra Nath Tagore,ও যে মানে না মানা।
Rabindra Nath Tagore,ঐ যে ঝড়ের মেঘে দুলে
Rabindra Nath Tagore,অনেক দিনের মনের মানুষ যেন এলে কে
Rabindra Nath Tagore,প্রভু খেলেছি অনেক খেলা
Rabindra Nath Tagore,আজি শরৎ তপনে প্রভাত স্বপনে
Rabindra Nath Tagore,পৌষ তোদের ডাক দিয়েছে
Rabindra Nath Tagore,আজ তারায় তারায় দীপ্ত
Rabindra Nath Tagore,তুমি তো সেই যাবেই চলে
Rabindra Nath Tagore,সর্ব খর্বতারে দহে তব ক্রোধদাহ
Rabindra Nath Tagore,মোর বীনা ওঠে কোন সূরে বাজি
Rabindra Nath Tagore,মালা হতে খসে-পড়া ফুলের একটি দল
Rabindra Nath Tagore,প্রাণ চায় চক্ষু না চায়
Rabindra Nath Tagore,আজিকে এই সকালবেলাতে
Rabindra Nath Tagore,সীমার মাঝে অসীম তুমি বাজাও আপন সুর
Rabindra Nath Tagore,আমায় বাঁধবে যদি কাজের ডোরে
Rabindra Nath Tagore,প্রতিদিন আমি হে জীবনস্বামী
Rabindra Nath Tagore,গানের ভিতর দিয়ে যখন দেখি ভুবনখানি
Rabindra Nath Tagore,মাধবী হঠাৎ কোথা হতে এল ফাগুন দিনের স্রোতে
Rabindra Nath Tagore,আজি যত তারা তব আকাশে
Rabindra Nath Tagore,মোর প্রভাতের এই প্রথম ক্ষণের কুসুমখানি
Rabindra Nath Tagore,শেষ বেলাকার শেষের গানে
Rabindra Nath Tagore,আজ যেমন করে গাইছে আকাশ
Rabindra Nath Tagore,গাব তোমার সুরে দাও
Rabindra Nath Tagore,অনেক কথা বলেছিলেম
Rabindra Nath Tagore,প্রভু তোমা লাগি আঁখি জাগে
Rabindra Nath Tagore,"আর নাই যে দেরি, নাই যে দেরি"
Rabindra Nath Tagore,একি গভীর বাণী এল ঘন মেঘের আড়াল ধ’রে
Rabindra Nath Tagore,বেলা গেল তোমার পথ চেয়ে
Rabindra Nath Tagore,আজি এ আনন্দসন্ধ্যা
Rabindra Nath Tagore,মেঘের কোলে কোলে যায় রে চলে বকের পাঁতি
Rabindra Nath Tagore,আমি পথভোলা এক পথিক এসেছি
Rabindra Nath Tagore,আলো যে যায় রে দেখা
Rabindra Nath Tagore,মিশ্র ছায়ানট 
Rabindra Nath Tagore,আমার পরান যাহা চায়
Rabindra Nath Tagore,ওরে সাবধানী পথিক
Rabindra Nath Tagore,অধরা মাধুরী ধরেছি ছন্দোবন্ধনে
Rabindra Nath Tagore,যখন পড়বে না মোর পায়ের চিহ্ন এই বাটে
Rabindra Nath Tagore,"কেন তোমরা আমায় ডাকো, আমার মন না মানে"
Rabindra Nath Tagore,অজ্ঞানে করো হে ক্ষমা তাত
Rabindra Nath Tagore,আগুনের পরশমণি ছোঁয়াও প্রাণে
Rabindra Nath Tagore,আঘাত করে নিলে জিনে
Rabindra Nath Tagore,অন্ধকারের উত্স হতে উত্সারিত আলো
Rabindra Nath Tagore,সে কি ভাবে গোপন রবে লুকিয়ে হৃদয় কাড়া
Rabindra Nath Tagore,অশ্রুভরা বেদনা দিকে দিকে জাগে
Rabindra Nath Tagore,একলা চলো রে
Rabindra Nath Tagore,ওগো এত প্রেম-আশা প্রাণের তিয়াষা
Rabindra Nath Tagore,সেই তো তোমার পথের বঁধু সেই তো
Rabindra Nath Tagore,সহেনা যাতনা দিবস
Rabindra Nath Tagore,অমৃতের সাগরে
Rabindra Nath Tagore,বাঁধ ভেঙে দাও
Rabindra Nath Tagore,"ফাগুন, হাওয়ায় হাওয়ায় করেছি যে দান"
Rabindra Nath Tagore,গ্রামছাড়া ওই রাঙা মাটির পথ
Rabindra Nath Tagore,আমারে তুমি অশেষ করেছ
Rabindra Nath Tagore,তুমি যে আমারে চাও আমি সে জানি
Rabindra Nath Tagore,একটুকু ছোঁয়া লাগে
Rabindra Nath Tagore,ফাগুনের নবীন আনন্দে
Rabindra Nath Tagore,এবার নীরব করে দাও হে তোমার
Rabindra Nath Tagore,যে দিন ফুটলো কমল
Rabindra Nath Tagore,"আন্‌মনা , আন্‌মনা"
Rabindra Nath Tagore,মাঝে মাঝে তব দেখা পাই
Rabindra Nath Tagore,আমার না বলা বাণীর ঘন যামিনীর মাঝে
Rabindra Nath Tagore,বাঁধন ছেঁড়ার সাধন হবে
Rabindra Nath Tagore,আজ তোমারে দেখতে এলেম অনেক দিনের পরে
Rabindra Nath Tagore,"এবার তো যৌবনের কাছে মেনেছ, হার মেনেছ"
Rabindra Nath Tagore,নীল দিগন্তে ওই ফুলের আগুন লাগল
Rabindra Nath Tagore,তোমায় চেয়ে আছি বসে পথের ধারে সুন্দর হে
Rabindra Nath Tagore,এ যে মোর আবরণ
Rabindra Nath Tagore,কখন বাদল-ছোঁওয়া লেগে
Rabindra Nath Tagore,অচেনাকে ভয় কী আমার ওরে
Rabindra Nath Tagore,যখন পড়বে না মোর পায়ের চিহ্ন
Rabindra Nath Tagore,এবার ভাসিয়ে দিতে হবে আমার এই তরী
Rabindra Nath Tagore,আজি বাংলাদেশের হৃদয় হতে
Rabindra Nath Tagore,তোমার পূজার ছলে তোমায় ভুলেই থাকি
Rabindra Nath Tagore,তুমি কেমন করে গান করো হে গুণী
Rabindra Nath Tagore,কেন বাণী তব নাহি শুনি নাথ হে
Rabindra Nath Tagore,এই কথাটা ধরে রাখিস
Rabindra Nath Tagore,বলি ও আমার গোলাপ বালা
Rabindra Nath Tagore,নিশিদিন ভরসা রাখিস
Rabindra Nath Tagore,তোর ভিতরে জাগিয়া কে যে
Rabindra Nath Tagore,"কেন পান্থ, এ চঞ্চলতা"
Rabindra Nath Tagore,সুখে আমায় রাখবে কেন
Rabindra Nath Tagore,তুমি সন্ধ্যার মেঘমালা তুমি আমার নিভৃত সাধনা
Rabindra Nath Tagore,জীবন মরণের সীমানা ছাড়ায়ে
Rabindra Nath Tagore,আমারেও করো মার্জনা
Rabindra Nath Tagore,আঁখিজল মুছাইলে জননী
Rabindra Nath Tagore,বসন্তে ফুল গাঁথল আমার জয়ের মালা
Rabindra Nath Tagore,"লো শেফালি, ওলো শেফালি"
Rabindra Nath Tagore,এক ফাগুনের গান সে আমার
Rabindra Nath Tagore,ধনে জনে আছি জড়ায়ে হায়
Rabindra Nath Tagore,নীল অঞ্জনঘন পুঞ্জছায়ায় সম্‌বৃত অম্বর
Rabindra Nath Tagore,আমার পরাণ যাহা চায়
Rabindra Nath Tagore,বাহিরে ভুল হানবে যখন
Rabindra Nath Tagore,তোমার দ্বারে কেন আসি ভুলেই যে যাই
Rabindra Nath Tagore,আজ বারি ঝরে ঝরঝর ভরা বাদরে
Rabindra Nath Tagore,মেঘ বলেছে যাব যাব
Rabindra Nath Tagore,ডাকিছ শুনি জাগিনু প্রভু
Rabindra Nath Tagore,ভেঙে মোর ঘরের চাবি নিয়ে যাবি কে আমারে
Rabindra Nath Tagore,তুই ফেলে এসেছিস কারে
Rabindra Nath Tagore,মন মোর মেঘের সঙ্গী
Rabindra Nath Tagore,"ওরে, আগুন আমার ভাই"
Rabindra Nath Tagore,তোমায় নতুন করেই পাব বলে হারাই ক্ষণে ক্ষণ
Rabindra Nath Tagore,স্বপন যদি ভাঙিলে রজনীপ্রভাতে
Rabindra Nath Tagore,নাই রস নাই
Rabindra Nath Tagore,"সব দিবি কে সব দিবি পায়, আয় আয় আয়"
Rabindra Nath Tagore,নীরবে আছ কেন বাহির দুয়ারে
Rabindra Nath Tagore,অনন্তসাগর মাঝে দাও তরী ভাসাইয়া
Rabindra Nath Tagore,"অগ্নিশিখা, এসো এসো"
Rabindra Nath Tagore,বাজে বাজে রম্যবীণা বাজে
Rabindra Nath Tagore,ঘাটে বসে আছি আনমনা যেতেছে বহিয়া সুসময়
Rabindra Nath Tagore,বিধি ডাগর আঁখি যদি দিয়েছিল
Rabindra Nath Tagore,আবার শ্রাবণ হয়ে এলে ফিরে
Rabindra Nath Tagore,কোন্‌ খেলা যে খেলব কখন্‌ ভাবি বসে সেই কথাটাই
Rabindra Nath Tagore,"কণ্ঠে নিলেম গান, আমার শেষ পারানির কড়ি"
Rabindra Nath Tagore,আজি এই গন্ধবিধুর সমীরণে
Rabindra Nath Tagore,নিশীথে কী কয়ে গেল
Rabindra Nath Tagore,মন যে বলে চিনি চিনি যে গন্ধ বয় এই সমীরে
Rabindra Nath Tagore,এই সকাল বেলার বাদল-আঁধারে
Rabindra Nath Tagore,বাদল দিনের প্রথম কদম ফুল
Rabindra Nath Tagore,জগৎ জুড়ে উদার সুরে আনন্দগান বাজে
Rabindra Nath Tagore,"অলকে কুসুম না দিয়ো, শুধু শিথিল কবরী বাঁধিয়ো"
Rabindra Nath Tagore,আপনাকে এই জানা আমার ফুরাবে না
Rabindra Nath Tagore,এ পথে আমি যে গেছি বার বার
Rabindra Nath Tagore,আবার এসেছে আষাঢ়
Rabindra Nath Tagore,খেলাঘর বাঁধতে লেগেছি আমার মনের ভিতরে
Rabindra Nath Tagore,দুঃখের তিমিরে যদি জ্বলে
Rabindra Nath Tagore,ভালোবাসি ভালোবাসি
Rabindra Nath Tagore,দুখের বেশে এসেছ ব’লে তোমারে নাহি ডরিব হে
Rabindra Nath Tagore,ভালবেসে সখি নিভৃতে যতনে আমার নামটি লিখো
Rabindra Nath Tagore,এসেছিলে তবু আস নাই জানায়ে গেলে
Rabindra Nath Tagore,সে যে পাশে এসে বসেছিল
Rabindra Nath Tagore,ও কেন ভালোবাসা জানাতে আসে
Rabindra Nath Tagore,আমার অঙ্গে অঙ্গে কে বাজায় বাঁশি
Rabindra Nath Tagore,আমার যাবার বেলায় পিছু ডাকে
Rabindra Nath Tagore,একি আকুলতা ভুবনে
Rabindra Nath Tagore,অগ্নিবীণা বাজাও তুমি কেমন ক’রে
Rabindra Nath Tagore,মাটির বুকের মাঝে বন্দী
Rabindra Nath Tagore,জানি তোমার অজানা নাহি গো কী আছে আমার মনে
Rabindra Nath Tagore,তোমার নয়ন আমায় বারে বারে বলেছে গান গাহিবারে
Rabindra Nath Tagore,গহন কুসুমকুঞ্জ-মাঝে মৃদুল মধুর বংশি বাজে
Rabindra Nath Tagore,শুনাও তোমার অমৃত বাণী
Rabindra Nath Tagore,"বন্ধু, রহো রহো সাথে"
Rabindra Nath Tagore,তুমি কোন কাননের ফুল
Rabindra Nath Tagore,বঁধু মিছে রাগ করো না
Rabindra Nath Tagore,হৃদয় আমার প্রকাশ হল
Rabindra Nath Tagore,আমার কণ্ঠ তাঁরে ডাকে
Rabindra Nath Tagore,পথিক মেঘের দল জোটে ওই শ্রাবণগগন-অঙ্গনে
Rabindra Nath Tagore,নিশিথ রাতের বাদল ধারা
Rabindra Nath Tagore,আজি শ্রাবনঘনগহন মোহে
Rabindra Nath Tagore,তুমি কিছু দিয়ে যাও মোর প্রাণে গোপনে গো
Rabindra Nath Tagore,এসো হে এসো সজল ঘন বাদলবরিষনে
Rabindra Nath Tagore,আমার প্রাণের মানুষ আছে প্রাণে
Rabindra Nath Tagore,নিদ্রাহারা রাতের এ গান বাঁধব আমি কেমন সুরে
Rabindra Nath Tagore,আমার মনের মাঝে যে গান বাজে
Rabindra Nath Tagore,আজানা সুর কে দিয়ে কানে কানে
Rabindra Nath Tagore,এ শুধু অলস মায়া
Rabindra Nath Tagore,"বলো সখী, বলো তারি নাম"
Rabindra Nath Tagore,দিন পরে যায় দিন
Rabindra Nath Tagore,যদি আমায় তুমি বাঁচাও
Rabindra Nath Tagore,চলে যায় মরি হায় বসন্তের দিন
Rabindra Nath Tagore,আমার মুক্তি আলোয় আলোয় এই আকাশে
Rabindra Nath Tagore,আজ সবার রঙে রঙ মিশাতে হবে
Rabindra Nath Tagore,ভালোবেসে যদি সুখ নাহি
Rabindra Nath Tagore,আমায় দাও গো বলে
Rabindra Nath Tagore,একি লাবণ্যে পূর্ণ প্রাণ
Rabindra Nath Tagore,এই মলিন বস্ত্র ছাড়তে হবে
Rabindra Nath Tagore,কখন বাদল-ছোঁওয়া লেগে
Rabindra Nath Tagore,হেমন্তে কোন্‌ বসন্তেরই বাণী পূর্ণশশী ওই-যে দিল আনি
Rabindra Nath Tagore,যদি এ আমার হৃদয়দুয়ার
Rabindra Nath Tagore,আজি শুভ শুভ্র প্রাতে
Rabindra Nath Tagore,"আমরা বেঁধেছি কাশের গুচ্ছ, আমরা গেঁথেছি শেফালিমালা"
Rabindra Nath Tagore,আজ জ্যোৎস্না রাতে সবাই গেছে বনে
Rabindra Nath Tagore,আগুনে হল আগুনময়
Rabindra Nath Tagore,গানের ঝর্ণা তলায় তুমি সাঁঝের বেলায় এলে
Rabindra Nath Tagore,আমার মল্লিকা বনে যখন প্রথম ধরেছে কলি
Rabindra Nath Tagore,আমারে করো তোমার বীণা
Rabindra Nath Tagore,বৃষ্টি শেষের হাওয়া কিসের খোঁজে
Rabindra Nath Tagore,আমার যে গান তোমার পরশ পাবে
Rabindra Nath Tagore,প্রচণ্ড গর্জনে আসিল একি দুর্দিন
Rabindra Nath Tagore,জীবনে আমার যত আনন্দ পেয়েছি দিবস-রাত
Rabindra Nath Tagore,ভয় হতে তব অভয় মাঝে
Rabindra Nath Tagore,"আকাশভরা সূর্য-তারা, বিশ্বভরা প্রাণ"
Rabindra Nath Tagore,সারা নিশি ছিলেম শুয়ে বিজন ভুঁয়ে
Rabindra Nath Tagore,ব্যর্থ প্রাণের আবর্জনা পুড়িয়ে ফেলে আগুন জ্বালো
Rabindra Nath Tagore,"ধরণী, দূরে চেয়ে কেন আজ আছিস জেগ"
Rabindra Nath Tagore,পথ দিয়ে কে যায় গো চলে
Rabindra Nath Tagore,আমি তোমায় যত শুনিয়েছিলাম গান
Rabindra Nath Tagore,আজি ঝড়ের রাতে তোমার অভিসার
Rabindra Nath Tagore,"জননী, তোমার করুণ চরণখানি"
Rabindra Nath Tagore,চরণরেখা তব যে পথে দিলে লেখি
Rabindra Nath Tagore,আমার এ পথ তোমার পথের থেকে
Rabindra Nath Tagore,হে মাধবী দ্বিধা কেন
Rabindra Nath Tagore,আমার মিলন লাগি তুমি আসছ
Rabindra Nath Tagore,ওরে ঝড় নেমে আয়
Rabindra Nath Tagore,"প্রভু, বলো বলো কবে"
Rabindra Nath Tagore,আমি চিনি গো চিনি তোমারে
Rabindra Nath Tagore,"শিউলি ফুল, শিউলি ফুল, কেমন ভুল, এমন ভুল"
Rabindra Nath Tagore,আমার বিচার তুমি করো তব আপন করে
Rabindra Nath Tagore,এতদিন যে বসেছিলেম পথ চেয়ে আর কাল গুনে
Rabindra Nath Tagore,"ওরে গৃহবাসী খোল্‌, দ্বার খোল্‌, লাগল যে দোল"
Rabindra Nath Tagore,তুমি একটু কেবল বসতে দিয়ো কাছে
Rabindra Nath Tagore,শুধু যাওয়া আসা শুধু স্রোতে ভাসা
Rabindra Nath Tagore,
Rabindra Nath Tagore,কবে তুমি আসবে ব’লে রইব না বসে
Rabindra Nath Tagore,দূরে কোথায় দূরে দূরে
Rabindra Nath Tagore,দুঃখের বরষায় চক্ষের জল যেই নামল
Rabindra Nath Tagore,কেহ কারো মন বুঝে না
Rabindra Nath Tagore,কাঁদালে তুমি মোরে
Rabindra Nath Tagore,"আজ প্রথম ফুলের পাব প্রসাদখানি, তাই ভোরে উঠেছি"
Rabindra Nath Tagore,কত দিন ভাবে ফুল উড়ে যাবো কবে
Rabindra Nath Tagore,অকারণে অকালে মোর পড়ল যখন ডাক
Rabindra Nath Tagore,এই তো ভালো লেগেছিল
Rabindra Nath Tagore,"সজনি সজনি রাধিকা লো, দেখ অবহুঁ চাহিয়া"
Rabindra Nath Tagore,পথে যেতে ডেকেছিলে মোরে
Rabindra Nath Tagore,এই শ্রাবণের বুকের ভিতর আগুন আছে
Rabindra Nath Tagore,কবে আমি বাহির হলেম তোমারি গান গেয়ে
Rabindra Nath Tagore,যখন পড়বে না মোর
Rabindra Nath Tagore,মনে রবে কি না রবে আমারে
Rabindra Nath Tagore,খাঁচার পাখি ছিল সোনার খাঁচাটিতে
Rabindra Nath Tagore,গগনে গগনে আপনার মনে কী খেলা তব
Rabindra Nath Tagore,প্রতিদিন তব গাথা গাব আমি সুমধুর
Rabindra Nath Tagore,সখী ভাবনা কাহারে বলে
Rabindra Nath Tagore,লুকিয়ে আস আঁধার রাতে
Rabindra Nath Tagore,আমি যে গান গাই
Rabindra Nath Tagore,কূল থেকে মোর গানের তরী দিলেম খুলে
Rabindra Nath Tagore,অনেক কথা যাও যে ব’লে কোনো কথা না বলি
Rabindra Nath Tagore,আমার মন কেমন করে
Rabindra Nath Tagore,এই উদাসী হাওয়ার পথে পথে মুকুলগুলি ঝরে
Rabindra Nath Tagore,আলোকের এই ঝর্নাধারায় ধুইয়ে দাও
Rabindra Nath Tagore,আমার ঢালা গানের ধারা
Rabindra Nath Tagore,আমার বেলা যে যায় সাঁঝ-বেলাতে
Rabindra Nath Tagore,আঁখিজল মুছাইলে জননী
Rabindra Nath Tagore,নাই বা ডাকো রইব তোমার দ্বারে
Rabindra Nath Tagore,"এই লভিনু সঙ্গ তব, সুন্দর হে সুন্দর"
Rabindra Nath Tagore,স্বপ্নে আমার মনে হল
Rabindra Nath Tagore,পথহারা তুমি পথিক যেন গো
Rabindra Nath Tagore,বকুলগন্ধে বন্যা এল দখিন হাওয়ার স্রোতে
Rabindra Nath Tagore,আঁধার অম্বরে প্রচণ্ড ডম্বরু বাজিল গম্ভীর গরজনে
Rabindra Nath Tagore,"স্বঘন গহন রাত্রি, ঝরিছে শ্রাবণধারা–"
