Author,Song Name
Sayyed Shamsul Haque,কারে বলে ভালবাসা কারে বলে প্রেম
Atul Prasad Sen,কে তুমি বসি নদীকূলে একেলা
Atul Prasad Sen,যদি তোর হৃদ-যমুনা হলো
Atul Prasad Sen,"ওগো আমার নবীন সাথী, ছিলে তুমি কোন বিমানে"
Atul Prasad Sen,মোদের গরব মোদের আশা আ মরি বাংলা ভাষা
Atul Prasad Sen,আমায় রাখতে যদি আপন ঘরে
Atul Prasad Sen,ওগো নিঠুর দরদী
Atul Prasad Sen,নীচুর কাছে নীচু হতে শিখলি না রে মন
Atul Prasad Sen,আইল শীত ঋতু হেমন্তের পরে
Atul Prasad Sen,"আর কতকাল থাকব ব’সে দুয়ার খুলে, বধূ আমার"
Atul Prasad Sen,কে আবার বাজায় বাঁশি এ ভাঙা কুঞ্জবনে
Atul Prasad Sen,একা মোর গানের তরী ভাসিয়েছিলাম নয়ন-জলে
Atul Prasad Sen,আজ আমার শূন্য ঘরে আসিল সুন্দর
Atul Prasad Sen,সবারে বাস রে ভালো
Fojol Shahabuddin,চেনা চেনা লাগে তবু অচেনা
Fojol Shahabuddin,আমি যে আধারে বন্দিনী
Barun Bishas,ছিঃ ছিঃ ছিঃ এ কী কাণ্ড করেছি
Barun Bishas,তোমার দেওয়া অঙ্গুরীয় খুলতে পারি নি
Galib,ফেলানী
Galib,এ শহর
Masud Karim,আমি ছন্দহারা এক নদীর মত ছুটে যাই
Masud Karim,এ কি বাধনে বলো জড়ালে আমায়
Masud Karim,শত্রু তুমি বন্ধু তুমি
Masud Karim,জীবন আঁধারে পেয়েছি তোমারে
Masud Karim,ঐ ভীরু মন আমার মনে
Masud Karim,ভালবাসার স্বপ্নে ঘেরা
Masud Karim,এ সুখের নেই কোন সীমানা
Masud Karim,যদি ভালবেসে কাছে এলে বন্ধু
Masud Karim,যখন আমি থাকবো নাকো
Masud Karim,তন্দ্রাহারা নয়ন আমার
Masud Karim,শিল্পী আমি তোমাদেরই গান শোনাবো
Masud Karim,"সন্ধ্যার ছায়া নামে, এলোমেলো হাওয়া"
Masud Karim,যখন থামবে কোলাহল
Masud Karim,আমি রজনীগন্ধা ফুলের মত
Masud Karim,ওগো চাঁদ তুমি কি জান না
Kamal Ahmed,ডাকপিয়নের হাজার
Kamal Ahmed,ডাকপিয়ন
Anurup Aich,খুঁজে খুঁজে
Anurup Aich,তুমি আমার
Anurup Aich,এক জীবন – ২
Anurup Aich,এক জীবন
Anurup Aich,তুমি মিশে আছো আমাতে
Anurup Aich,হৃদয়ের গহিনে
Mijanur Rafi,হৃদয় জুড়ে
Charu,এ হৃদয় কাননে
Charu,আই লাভ ইউ
Charu,চলছে
Charu,সুমন চ্যাটার্জীর তোমাকে চাই
Charu,বন্ধ হয়ে গেছে সব ক্যাফে আর রেষ্টুর‍্যান্ট
Charu,এই সময়
Charu,এ যে সারাদিন
Charu,সারাদিন
R D Bormon,মনে পড়ে রুবি রায়
Mithila,আগোচরে
Mithila,নেই
Fokir Lalon Shai,
Fokir Lalon Shai,
Fokir Lalon Shai,সমুদ্রের কিনারে
Fokir Lalon Shai,ধন্য ধন্য বলি তারে
Fokir Lalon Shai,কী সন্ধানে যাই সেখানে
Fokir Lalon Shai,নবী না চিনলে সেকি খোদার
Fokir Lalon Shai,
Fokir Lalon Shai,আপন ঘরের খবর লে না
Fokir Lalon Shai,
Fokir Lalon Shai,মন সহজে কি সই হবা
Fokir Lalon Shai,পাবে সামান্যে কি তার দেখা
Fokir Lalon Shai,আর আমারে মারিস নে মা
Fokir Lalon Shai,সেই কালাচাঁদ নদেয় এসেছে
Fokir Lalon Shai,আমার হয় না রে সে মনের মত মন
Fokir Lalon Shai,আমায় চরণ ছাড়া করো না হে
Fokir Lalon Shai,রাখিলেন সাঁই কূপজল করে
Fokir Lalon Shai,মানুষ গুরু নিষ্ঠা যার
Fokir Lalon Shai,
Fokir Lalon Shai,এলাহী আলমীন গো আল্লা
Fokir Lalon Shai,আল্লাহ্ কে বোঝে তোমার অপার লীলা
Fokir Lalon Shai,ক্ষম ক্ষম অপরাধ
Fokir Lalon Shai,দিবানিশি থাকরে সব বা-হুঁশিয়ারী
Fokir Lalon Shai,
Fokir Lalon Shai,
Fokir Lalon Shai,সহজ মানুষ ভজে দেখনারে মন দিব্যজ্ঞানে
Fokir Lalon Shai,খাঁচার ভিতর অচিন পাখি
Fokir Lalon Shai,চিরদিন পুষলাম এক অচিন পাখি
Fokir Lalon Shai,
Fokir Lalon Shai,
Fokir Lalon Shai,সব লোকে কয় লালন কী জাত সংসারে
Fokir Lalon Shai,এ দেশেতে এই সুখ হল
Fokir Lalon Shai,আমি ঐ চরণে দাসের যোগ্য নই
Fokir Lalon Shai,কুলের বৌ হয়ে মন আর
Fokir Lalon Shai,ধর রে অধর চাঁদেরে অধরে অধর দিয়ে
Fokir Lalon Shai,
Fokir Lalon Shai,জানতে হয় আদম ছফির আদ্য
Fokir Lalon Shai,কেন জিজ্ঞাসিলে খোদার কথা
Fokir Lalon Shai,ও সে ফুলের মর্ম জানতে হয়
Fokir Lalon Shai,সময় গেলে সাধন হবে না
Fokir Lalon Shai,
Fokir Lalon Shai,কথা কয় রে দেখা দেয় না
Fokir Lalon Shai,
Fokir Lalon Shai,যেখানে সাঁইর বারামখানা
Fokir Lalon Shai,এস হে অপারের কান্ডারি
Fokir Lalon Shai,বাড়ির কাছে আরশী নগর
Fokir Lalon Shai,কররে পিয়ালা কবুল শুদ্ধ ঈমানে
Fokir Lalon Shai,চাতক বাচে কেমনে
Fokir Lalon Shai,এ বড় আজব কুদরতি
Fokir Lalon Shai,লণ্ঠনে রূপের বাতি জ্বলছে
Fokir Lalon Shai,পাবে সামান্যে কি তার দেখা!
Sharmin Sultana Sumi,ধীরে ধীরে
Sharmin Sultana Sumi,কানামাছি
Sharmin Sultana Sumi,কাটাকুটি
Monirul Islam Rana,স্বাধীনতার বীজমন্ত্র
Anjan Dutta,চোখের জল কিংবা পানি
Anjan Dutta,কাঞ্চনজঙ্ঘা
Anjan Dutta,টিভি দেখ না
Anjan Dutta,আমার রাস্তা আমার বাড়ি
Anjan Dutta,ক্যালসিয়াম
Anjan Dutta,ম্যারী এ্যান
Girin Chakraborti,নাও ছাড়িয়া দে পাল উড়াইয়া দে
Tahsan,প্রত্যাবর্তন
Tahsan,ভুলতে পারবেনা
Tahsan,আগোচরে
Tahsan,নেই
Tahsan,আমি সেই সুতো হবো
Poribrajok,যমুনে এই কি তুমি সেই যমুনে
Sheilh Istiak,ঐ রঙধনু থেকে কিছু কিছু রঙ এনে দাও না
Sheilh Istiak,নিঃসঙ্গতার সঙ্গী নেই
Susmita Bishas Shathi,একজনে
Susmita Bishas Shathi,গোধূলী লগন
Susmita Bishas Shathi,বলছি তোমাকে
Susmita Bishas Shathi,আকাঙ্খা
Susmita Bishas Shathi,শুভ্রচাঁদ
Susmita Bishas Shathi,প্রাণ বন্ধুয়া
Susmita Bishas Shathi,একমুঠো ভালবাসা
Susmita Bishas Shathi,নিশিকাব্য
Susmita Bishas Shathi,সূর্যমুখী প্রেম
Sohel Arman,যাক না উড়ে
Sohel Arman,দূরে বহু দূরে
Sohel Arman,হৃদয়ে আমার বাংলাদেশ
Robiul Islam Jibon,জাগো বাংলাদেশ
Robiul Islam Jibon,জনম জনম
Robiul Islam Jibon,মাশরাফি
Robiul Islam Jibon,জ্বলে উঠো বাংলাদেশ
Robiul Islam Jibon,যাবি কত দূরে
Robiul Islam Jibon,চোখের পলকে
Robiul Islam Jibon,যদি তুমি
Ashraf Hossain,উদীচী এমনই এক আয়না
Ashraf Hossain,ও আমার সোনার স্বদেশ ভুমি
Kanai Lal Sen,তোমার লাগিয়া রে সদাই প্রাণ আমার
Ahsan Sarwar,উড়তে চাই
Ahsan Sarwar,বয়স ১৬ তে প্রেম
Delowar Arjuda Shorof,নদী ভাসে নদীর জলে
Delowar Arjuda Shorof,বিন্দিয়ারে বিন্দিয়া
Delowar Arjuda Shorof,যে মুখ দেখে দেখে
Delowar Arjuda Shorof,দু’চোখে ঘুম আসে না
Delowar Arjuda Shorof,আমি প্রেমে পোড়া
Delowar Arjuda Shorof,শনি গেল বন্ধ রবি গেল
Abdul Latif,আমি কোথায় বলো কোথায়
Abdul Latif,অনাথিনীর বুকের মানিক
Abdul Latif,চুল ধইরো না খোঁপা খুলে
Abdul Latif,সর্বনাশা পদ্মা নদী তোর কাছে শুধাই
Abdul Latif,সোনা সোনা সোনা
Abdul Latif,আমার দেশের মতন এমন দেশ কি কোথাও আছে
Abdul Latif,দাম দিয়ে কিনেছি বাংলা কারো দানে পাওয়া নয়
Abdul Latif,ওরা আমার মুখের ভাষা কাইরা নিতে চায়
Shahan Kobondo,মন ভাবে তারে
Shahan Kobondo,"ধিমতানা, দে রে না"
Shahan Kobondo,বাংলাদেশ
Tushar Hasan,ইচ্ছে মানুষ
Tushar Hasan,ভ্রান্তি
Shamol Gupto,নতূন গানের রঙিন খামে পাঠিয়ে দিলাম তোমার নামে
Shamol Gupto,ও আমার মন যমুনার অঙ্গে অঙ্গে ভাব তরঙ্গে কতই খেলা
Shamol Gupto,আরও একটুখানি কাছে থাকো না
Shamol Gupto,আমি নিরালায় বসে
Shamol Gupto,ও বক্ বক্ বকম্ বকম্ পায়রা
Shamol Gupto,যে আঁখিতে এত হাসি লুকানো
Shamol Gupto,মন বলছে আজ সন্ধ্যায় কিছু বলতে তুমি আসবে কি
Shamol Gupto,চন্দন পালঙ্কে শুয়ে একা একা কি হবে
Shamol Gupto,এই ক্ষণটুকু কেন এত ভালো লাগে
Shamol Gupto,যেথা রামধনু উঠে হেসে
Shamol Gupto,কতো আশা নিয়ে তুমি এসেছিলে
Shamol Gupto,এই বসন্ত জানালে বিদায়
Shamol Gupto,আমার হৃদয় নিয়ে আর কতকাল বল কাছে এসে দূরে দূরে থাকবে
Shamol Gupto,ললিত লবঙ্গলতা দোলে মলয়সমীরে এলনা কৃষ্ণ কেন
Shamol Gupto,মেটেরিয়া মেডিকার কাব্য
Shamol Gupto,ভালো লাগে না তুমি না এলে
Shamol Gupto,প্রেম যদি মোর অভিশাপ হলো তবে
Shamol Gupto,তুমি সুন্দর যদি নাহি হও
Shamol Gupto,রূপের ঐ প্রদীপ জ্বেলে কী হবে তোমার
Kawsar Ahmed Chowdhury,মেঘ দেখে
Kawsar Ahmed Chowdhury,আজ এই বৃষ্টির কান্না দেখে মনে পড়লো তোমায়
Kawsar Ahmed Chowdhury,নীলা
Kawsar Ahmed Chowdhury,আজ এই বৃষ্টির কান্না দেখে
Kawsar Ahmed Chowdhury,পলাতক সময়ের হাত ধরে
Kawsar Ahmed Chowdhury,কবিতা পড়ার প্রহর এসেছে রাতের নির্জনে
Kawsar Ahmed Chowdhury,সখী চলো না জলসা ঘরে এবার যাই
Kawsar Ahmed Chowdhury,ঘরে লইয়া যাও রে
Abu Jafor,"এই পদ্মা, এই মেঘনা"
Abu Jafor,নিন্দার কাঁটা যদি না বিঁধিল গাঁয়ে
Shahinur Islam,এত ভালবাসি বন্ধু
Shahinur Islam,কোথা’ হতে কোথা’ এলি
Basonti Gomez,ও আমার নিঠুর স্বপ্ন
Abdul Hai Al Hadi,আর কোনদিন তোমায় আমি
Abdul Hai Al Hadi,তোমাকে মানায় ভাল
Abdul Hai Al Hadi,যদি মনেরই দাম দিয়ে
Abdul Hai Al Hadi,আমি আর কারো ভালবাসা চাই না
Abdul Hai Al Hadi,ও গো বিদেশিনী
Abdul Hai Al Hadi,কোনবা দোষে আইলো পীড়িত
Abdul Hai Al Hadi,এক হৃদয়হীনার কাছে
M S Hedayet,একটি মনের আশীষ তুমি
M S Hedayet,মাগো ধন্য হল জীবন আমার তোমায় ভালবেসে
M S Hedayet,আবার এলো যে সন্ধ্যা
Mahmud Khurshid,আমি ভুলবো না তোমাকে
Mahmud Khurshid,তুমি নাই
Jotileshor Mukhopadday,আমার স্বপন কিনতে পারে এমন আমীর কই
Jotileshor Mukhopadday,"কেউ বলে ফাল্গুন, কেউ বলে পলাশের মাস"
Jotileshor Mukhopadday,আমার অঙ্গে জ্বলে রঙমশাল
Jotileshor Mukhopadday,বধুয়া আমার চোখে জল এনেছে
Arnob Chowdhury,অনেক দূর স্বপ্ন আমার
Arnob Chowdhury,আমায়ে ধরে রাখ
Arnob Chowdhury,হারিয়ে গিয়েছি
Maksudul Haque,গণতন্ত্র
Maksudul Haque,অভিযোগ নেই
Maksudul Haque,স্বদেশ (আমায় ক্ষমা কর মাগো)
Maksudul Haque,আবারও যুদ্ধে যেতে হবে
Maksudul Haque,চিঠি
Maksudul Haque,মাঝি
Maksudul Haque,জীবনজ্বালা
Maksudul Haque,মৌসুমী
Maksudul Haque,গীতি ভাষণ (মৃত্যুদন্ড)
Miles,পিয়াসী মন
Miles,হৃদয়হীনা
Mujle Uddin,ওগো সোনার মেয়ে যাও গো শুনে
Mujle Uddin,আকাশের ঐ মিটিমিটি তাঁরার সাথে
Topon,প্রতিক্রিয়া
Topon,পদধ্বনি
Ahsan Kamrul,জাগো বাংলাদেশ
Ahmed Jaman Chowdhury,আকাশ বিনা চাঁদ হাসিতে পারে না
Ahmed Jaman Chowdhury,এক বুক জ্বালা নিয়ে বন্ধু তুমি
Ahmed Jaman Chowdhury,মাগো তোর কান্না আমি সইতে পারি না
Ahmed Jaman Chowdhury,নতুন নামে ডাকো আমায়
Ahmed Jaman Chowdhury,ও দরিয়ার পানি
Ahmed Jaman Chowdhury,কে তুমি এলে গো
Ahmed Jaman Chowdhury,বিদায় দাও গো বন্ধু তোমরা
Ahmed Jaman Chowdhury,পিচ ঢালা এই পথটারে ভালোবেসেছি
Ahmed Jaman Chowdhury,যেও না সাথী
Sumon,গাইবো না
Sumon,জানতে ইচ্ছে করে
Sumon,লাগ ভেলকি লাগ
Sumon,স্বপ্নগুলো তোমার মতো
Sumon,উড়ু উড়ু মন
Humayun Ahmed,বাদলা দিনে মনে পড়ে ছেলেবেলার গান
Humayun Ahmed,যদি মন কাঁদে তুমি চলে এসো
Humayun Ahmed,আসমান ভাইঙ্গা জোছনা পড়ে
Humayun Ahmed,আমি আজ ভেজাবো চোখ
Humayun Ahmed,সোহাগপুর গ্রামে একটা মায়া দীঘি ছিল
Humayun Ahmed,একটা ছিল সোনার কন্যা
Humayun Ahmed,
Humayun Ahmed,"ও কারিগর, দয়ার সাগর, ওগো দয়াময়"
Humayun Ahmed,
Humayun Ahmed,
Humayun Ahmed,আমার ভাঙ্গা ঘরে ভাঙ্গা চালা ভাঙ্গা বেড়ার ফাঁকে
Humayun Ahmed,ও আমার উড়াল পঙ্খী রে
Humayun Ahmed,বরষার প্রথম দিনে
Humayun Ahmed,
Humayun Ahmed,মাথায় পরেছি সাদা ক্যাপ
Ananda,পথের বাপ
Ananda,দয়াল
Ananda,খুলে দেখ মনটা
Ananda,সিনায় সিনায়
Ananda,যাদুর শহর
Amitav Reza,এই শহর আমার
Pobitro Mitro,যদি গো কাছে আসি ফিরায়ো না অভিমানে
Pobitro Mitro,সেদিনের সোনা ঝরা সন্ধ্যায়
Pobitro Mitro,কত যে সয়েছি ব্যথা অভিমানিনী
Pobitro Mitro,তুমি আর আমি শুধু
Pobitro Mitro,"ও বন্ধু, এই বকুলঝরা শ্রাবণ রাতে"
Chomok Hasan,গণিত অলেম্পিয়াডের গান
Chomok Hasan,গল্পের জাদুকর
Miltu Ghosh,ফিরে যেতে চাই যেতে চাই
Miltu Ghosh,বড় একা লাগে এই আঁধারে
Miltu Ghosh,এক তাজমহল গড়ো
Miltu Ghosh,"ও আকাশ সোনা সোনা, এ মাটি সবুজ সবুজ"
Miltu Ghosh,জনি না কখন যে সে কিছু কিছু পিছুটান রেখে গেছে
Miltu Ghosh,ও ময়নারে এই গয়নারে আর সয়নারে
Miltu Ghosh,কেন জানিনা যে শুধু তোমার কথাই মনে পড়ে
Miltu Ghosh,অশ্রুতে মোর কান্নাতে মোর রুদ্রবীণার রুক্ষলিখায় জাগো
Solil Chowdhury,যাক যা গেছে তা যাক
Solil Chowdhury,আহা ঐ আঁকা বাঁকা যে পথ যায় সুদূরে
Solil Chowdhury,যদি জানতে গো তুমি জানতে
Solil Chowdhury,পথ হারাবো বলেই এবার পথে নেমেছি
Solil Chowdhury,ও বাঁশী কেন গায়
Solil Chowdhury,দূরে-প্রান্তরে কে গান ধরে
Solil Chowdhury,আজ নয় গুন গুন গুঞ্জন প্রেমে
Solil Chowdhury,ধিন তাক কুড় ধিন তাক
Solil Chowdhury,ঐ পথ দূরে দূরে স্বপ্ন মাঝারি নেশা
Solil Chowdhury,যদি কিছু আমারে শুধাও
Solil Chowdhury,ওগো আর কিছু তো নয়
Solil Chowdhury,কোন এক গাঁয়ের বধুর কথা
Solil Chowdhury,বিচারপতি তোমার বিচার করবে যারা
Solil Chowdhury,ঝুনঝুন ময়না নাচো না
Solil Chowdhury,চৈতালি দিনে বৈশাখী দিনে
Solil Chowdhury,বুলবুল পাখি ময়না টিয়ে
Solil Chowdhury,আমি ঝড়ের কাছে রেখে গেলাম আমার ঠিকানা
Solil Chowdhury,ও মোর ময়না গো
Solil Chowdhury,না যেও না রজনী এখনো বাকি
Solil Chowdhury,যারে যারে উড়ে যারে পাখি
Anik Khan,চা খাব না
Anik Khan,বাসকাব্য
Rajib Ahmed,একা একা লাগে
Rajib Ahmed,ও দূর বাসি
Rajib Ahmed,জান রে
Rajib Ahmed,রাখেনি আমায় কেউ তোর মত করে
Rajib Ahmed,রুপের বন্যা
Rajib Ahmed,সংসার
Dr. Fayez Kabir,আমাদের একই ভাষা
Joshim Uddin,ও কী ও বন্ধু কাজল ভ্রমরা
Joshim Uddin,ও আমার দরদী আগে জানলে
Joshim Uddin,প্রাণ সখিরে
Joshim Uddin,আগে জানি না রে দয়াল
Joshim Uddin,
Warfez,ধুপছায়া
Warfez,অসামাজিক
Warfez,সোনালী রূপালী
Warfez,একটি ছেলে হাঁটছে একা
Warfez,বিচ্ছিন্ন আবেগ
Warfez,আমার বাংলাদেশ
Warfez,শেখানো বর্ণনা
Mujib Pardeshi,কান্দিস না রে বিন্দিয়া
Mujib Pardeshi,আমি কেমন করে পত্র লিখি গো বন্ধু
Mujib Pardeshi,আমার সোনা বন্ধুরে তুমি কোথায় রইলা রে
Mujib Pardeshi,আমার মনের আগুন জ্বলে দ্বিগুণ তোমারে না পাইয়া
Dr. Enamul Haque,জয় সত্যের জয়
Maruf Ahmed,ভালবাসার পূর্ণিমা
Maruf Ahmed,ভুলে থাক
Dipon,সময়ের ছলনা
Dipon,হেয়ালী
Rongu Shahabuddin,তোমাকে যদি
Rongu Shahabuddin,এই তো শুধু আমার জন্য কারাগার
Anondo Bokshi,মাধবী ফুটেছে ঐ
Anondo Bokshi,গুঞ্জনে দোলে যে ভ্রমর
Jalal Uddin,দিন গেলে আর দিন আসে না
Jalal Uddin,ভালবাসি বলে রে বন্ধু
Jalal Uddin,আরে ও ভাটিয়াল গাঙ্গের নাইয়া
Jalal Uddin,ভালবাসি বলে রে বন্ধু
Jalal Uddin,দিন গেলে আর দিন আসে না
Jalal Uddin,মন জানে আর কেউ জানে না
Jalal Uddin,মন জানে আর কেউ জানে না
Shah Abdul Karim,আগে কি সুন্দর দিন কাটাইতাম
Shah Abdul Karim,ওকি গাড়িয়াল ভাই
Shah Abdul Karim,কেন পিরিতি বাড়াইলারে বন্ধু
Shah Abdul Karim,বন্ধুরে কই পাবো সখীগো
Shah Abdul Karim,মেস্তরি নাও বানাইছে
Shah Abdul Karim,এই দুনিয়া মায়া জালে বান্ধা
Shah Abdul Karim,আমি কূলহারা কলংকিনী
Shah Abdul Karim,গান গাই আমার মনরে বুঝাই
Shah Abdul Karim,আগে কি সুন্দর দিন কাটাইতাম
Shah Abdul Karim,আর জ্বালা সয়না গো সরলা
Shah Abdul Karim,তোমরা কুঞ্জ সাজাও গো
Shah Abdul Karim,আগের বাহাদুরী এখন গেল কৈ
Shah Abdul Karim,আমি বাংলা মায়ের ছেলে
Shah Abdul Karim,সোনা বন্ধু ভুইলো না আমারে
Shah Abdul Karim,জিজ্ঞাস করি তোমার কাছে বলো ওগো সাঁই
Shah Abdul Karim,কেমনে ভুলিবো আমি বাঁচি না তারে ছাড়া
Shah Abdul Karim,বসন্ত বাতাসে সইগো
Sejan Mahmud,কোন এক সুন্দরী রাতে
Sejan Mahmud,আমার দুচোখ দিয়ে তোমাকে যত আমি দেখি
Pulok Bondhopadday,আয় খুকু আয়
Pulok Bondhopadday,"আজ, কৃষ্ণচূড়ার আবীর নিয়ে আকাশ খেলে হোলি"
Pulok Bondhopadday,আমার না যদি থাকে সুখ
Pulok Bondhopadday,কাজল নদীর জলে ভরা ঢেউ ছল ছলে
Pulok Bondhopadday,ঝুমকোলতার বনে দোল্ দোল্ দখিনায়
Pulok Bondhopadday,বেদনা মধুর হয়ে যায়
Pulok Bondhopadday,অন্তর যার অথৈ সাগর
Pulok Bondhopadday,মনে করো আমি নেই বসন্ত এসে গেছে
Pulok Bondhopadday,ও কেন এত সুন্দরী হলো
Pulok Bondhopadday,তুমি আর আমি আর আমাদের সন্তান
Pulok Bondhopadday,এক বৈশাখে দেখা হলো দু’জনায়
Pulok Bondhopadday,সবাই চলে গেছে
Pulok Bondhopadday,কোন কথা না বলে গান গাওয়ার ছলে
Pulok Bondhopadday,সে আমার ছোট বোন
Pulok Bondhopadday,তুমি নিজের মুখেই বললে যেদিন
Pulok Bondhopadday,দরদী গো— কী চেয়েছি আর কী যে পেলাম
Pulok Bondhopadday,আজ মন চেয়েছে আমি হারিয়ে যাব
Pulok Bondhopadday,চলিতে চলিতে পথে
Pulok Bondhopadday,ও আমার চন্দ্রমল্লিকা
Pulok Bondhopadday,যেন কিছু মনে করো না
Pulok Bondhopadday,আঁকা বাঁকা পথে যদি মন হয়ে যায় নদী
Pulok Bondhopadday,মাঝ রাতে ঘুম ভেঙে যায় মনে হয়
Pulok Bondhopadday,না বলে এসেছি তা বলে ভেবো না
Pulok Bondhopadday,আজ মনে হয় এই নিরালায় সারাদিন ছন্দের গান শুনি
Pulok Bondhopadday,যাবার আগে কিছু বলে গেলে না
Pulok Bondhopadday,রিম ঝিম ঝিম বৃষ্টি মাটির কানে কানে
Pulok Bondhopadday,শেষে ট্রামে দুজনাতে
Pulok Bondhopadday,কথা দাও আবার আসবে
Pulok Bondhopadday,এ নদী এমন নদী
Pulok Bondhopadday,ওগো কাজলনয়না হরিণী
Pulok Bondhopadday,কথায় কথায় যে রাত হয়ে যায়
Pulok Bondhopadday,তোমায় কিছুই বলিনিতো ভালো বা মন্দ কিছু
Pulok Bondhopadday,সেদিন চাঁদের আলো চেয়েছিল জানতে
Pulok Bondhopadday,আমি ফুল না হয়ে
Pulok Bondhopadday,আমি অবুঝের মতো একি করেছি
Pulok Bondhopadday,এই তো সেদিন তুমি আমারে বোঝালে
Pulok Bondhopadday,কতদিন পরে এলে
Pulok Bondhopadday,তুমি কি যে বলো বুঝিনা
Pulok Bondhopadday,ও কোকিলা তোরে শুধাইরে
Pulok Bondhopadday,আমার ভালবাসার রাজপ্রাসাদে
Pulok Bondhopadday,সব লাল পাথরই তো চুনি হতে পারে না
Pulok Bondhopadday,উদাস উদাস দুপুরে ঝরা পাতার নূপুরে
Pulok Bondhopadday,নদীর যেমন ঝর্ণা আছে
Pulok Bondhopadday,যে সমাধি বেদিটার ঠিক উপরে
Pulok Bondhopadday,যেদিন তোমায় আমি দেখেছি
Pulok Bondhopadday,কেন সর্বনাশের নেশা ধরিয়ে তুমি এলে না যে
Pulok Bondhopadday,আমায় একটু জায়গা দাও মন্দিরে বসি
Pulok Bondhopadday,গান ফুরানো জলসাঘরে
Pulok Bondhopadday,তুমি অনেক যত্ন করে আমায় দুঃখ দিতে চেয়েছো
Pulok Bondhopadday,আমার একদিকে শুধু তুমি
Pulok Bondhopadday,শুধু একদিন ভালবাসা
Pulok Bondhopadday,লজ্জা! মরি মরি একী লজ্জা
Pulok Bondhopadday,আমি হারিয়েছি মোর ছোট্টবেলা
Pulok Bondhopadday,জলে নেবো না আর থই পাবে না
Pulok Bondhopadday,আমি তোমার কাছেই ফিরে আসবো
Pulok Bondhopadday,খিড়কি থেকে সিংহদুয়ার
Pulok Bondhopadday,সেই তো আবার কাছে এলে
Pulok Bondhopadday,আমি মিস্ ক্যালকাটা
Pulok Bondhopadday,দীপ জ্বেলে ওই তারা এ কি কথা বলে যায়
Pulok Bondhopadday,আমার না যদি থাকে সুর
Pulok Bondhopadday,ও কালো কোকিল তুমি আর ডেকো না
Pulok Bondhopadday,আমার বলার কিছু ছিল না
Pulok Bondhopadday,এত বড় আকাশটাকে ভরলে জোছনায়
Pulok Bondhopadday,বলছি তোমার কানে কানে
Pulok Bondhopadday,আমি আজ আকাশের মত একেলা
Pulok Bondhopadday,মনে রেখো মোরে যদি আমি চলে যাই
Shohidul Islam,একটি মনের দাম দিতে গিয়ে
Shohidul Islam,কথা বলো না বলো ওগো বন্ধু
Shohidul Islam,না না না তুমি এসো না
Minar,আরও একটু দূরে
Minar,দূরে হারিয়ে
Minar,তা জানি না
Minar,সাদা
Minar,তুমি হীনা
Bipu Rahman,যতই বলো না সব
Abu Owahed,তোমার সৃজন হয়ে বিশ্বপতি
Abu Owahed,এই কারাগারতো সেই কারাগার
Agun,ঝড়ো বেদনার মত
Agun,ইদানিং আমার
Agun,ও আকাশ তুমি
Agun,আমার স্বপ্নগুলো কেন এমন স্বপ্ন হয়
Shibnath Bondhopadday,আমি খোলা জানালা
Shibnath Bondhopadday,আমি একটু আমার সঙ্গে দেখা করতে চাই
Gouri Prosonno Mojumder,যে বাঁশি ভেঙে গেছে
Gouri Prosonno Mojumder,এই সুন্দর স্বর্ণালী সন্ধ্যায়
Gouri Prosonno Mojumder,কত না নদীর জন্ম হয় আর একটা কেন গঙ্গা হয় না
Gouri Prosonno Mojumder,যেমন সাপিনীকে পোষ মানায় ওঝা
Gouri Prosonno Mojumder,"তুমি যে আমার, ওগো তুমি যে আমার"
Gouri Prosonno Mojumder,সূর্য ডোবার পালা
Gouri Prosonno Mojumder,আমার জীবনে নেই আলো আছে আলেয়ার হাতছানি
Gouri Prosonno Mojumder,আজ দুজনার দুটি পথ
Gouri Prosonno Mojumder,আমি চেয়ে চেয়ে দেখি সারাদিন
Gouri Prosonno Mojumder,বনে নয় মনে মোর পাখি আজ গান গায়
Gouri Prosonno Mojumder,আকাশ কেন ডাকে
Gouri Prosonno Mojumder,আজ এই দিনটাকে
Gouri Prosonno Mojumder,কুহুর কবিতা পৃথিবী যে ওই শোনে
Gouri Prosonno Mojumder,ওগো বরষা তুমি
Gouri Prosonno Mojumder,শোনো একটি মুজিবরের থেকে
Gouri Prosonno Mojumder,কফি হাউস
Gouri Prosonno Mojumder,তিনটি মন্ত্র নিয়ে যাদের জীবন সত্যম শিবম সুন্দরম
Gouri Prosonno Mojumder,এ পথ যদি না শেষ হয়
Gouri Prosonno Mojumder,এ গানে প্রজাপতি
Gouri Prosonno Mojumder,আর যে পারি না সহিতে
Gouri Prosonno Mojumder,বাঁশি শুনে আর কাজ নাই
Gouri Prosonno Mojumder,কাহারবা নয় দাদরা বাজাও
Gouri Prosonno Mojumder,তুমি আর ডেকো না
Gouri Prosonno Mojumder,ও নদীরে একটি কথা শুধাই শুধু তোমারে
Gouri Prosonno Mojumder,পাখীটার বুকে যেন তীর মেরো না
Gouri Prosonno Mojumder,পথের ক্লান্তি ভুলে স্নেহ ভরা কোলে তব
Gouri Prosonno Mojumder,আমি যামিনী তুমি শশী হে
Gouri Prosonno Mojumder,ও শিমুল বন দাও রাঙিয়ে মন
Gouri Prosonno Mojumder,এই রাত তোমার আমার
