Author,Song Name,File Name,File Path
Fojol Shahabuddin,চেনা চেনা লাগে তবু অচেনা,song2_চেনা চেনা লাগে তবু অচেনা.docx,Data/Fojol Shahabuddin/song2_চেনা চেনা লাগে তবু অচেনা.docx
Arefin Rumey,মন যা বলে বলুক,song1_মন যা বলে বলুক.docx,Data/Arefin Rumey/song1_মন যা বলে বলুক.docx
Arefin Rumey,চুপি চুপি,song2_চুপি চুপি.docx,Data/Arefin Rumey/song2_চুপি চুপি.docx
Dr. Enamul Haque,জয় সত্যের জয়,song1_জয় সত্যের জয়.docx,Data/Dr. Enamul Haque/song1_জয় সত্যের জয়.docx
Sudhin Dash Gupto,তোমায় দেখে ছবি এঁকে,song2_তোমায় দেখে ছবি এঁকে.docx,Data/Sudhin Dash Gupto/song2_তোমায় দেখে ছবি এঁকে.docx
Sudhin Dash Gupto,চোখের নজর কম হলে আর,song3_চোখের নজর কম হলে আর.docx,Data/Sudhin Dash Gupto/song3_চোখের নজর কম হলে আর.docx
Sudhin Dash Gupto,কি নামে ডেকে বলবো তোমাকে,song6_কি নামে ডেকে বলবো তোমাকে.docx,Data/Sudhin Dash Gupto/song6_কি নামে ডেকে বলবো তোমাকে.docx
Sudhin Dash Gupto,কেন তুমি ফিরে এলে,song4_কেন তুমি ফিরে এলে.docx,Data/Sudhin Dash Gupto/song4_কেন তুমি ফিরে এলে.docx
Sudhin Dash Gupto,এই মেঘলা দিনে একলা,song7_এই মেঘলা দিনে একলা.docx,Data/Sudhin Dash Gupto/song7_এই মেঘলা দিনে একলা.docx
Sudhin Dash Gupto,নাম রেখেছি বনলতা,song5_নাম রেখেছি বনলতা.docx,Data/Sudhin Dash Gupto/song5_নাম রেখেছি বনলতা.docx
Sudhin Dash Gupto,আমার দিন কাটে না আমার রাত কাটে না,song1_আমার দিন কাটে না আমার রাত কাটে না.docx,Data/Sudhin Dash Gupto/song1_আমার দিন কাটে না আমার রাত কাটে না.docx
Babna,স্বাধীকার,song1_স্বাধীকার.docx,Data/Babna/song1_স্বাধীকার.docx
Babna,কৈশোর,song2_কৈশোর.docx,Data/Babna/song2_কৈশোর.docx
Babna,মা,song3_মা.docx,Data/Babna/song3_মা.docx
Anurup Aich,এক জীবন – ২,song4_এক জীবন – ২.docx,Data/Anurup Aich/song4_এক জীবন – ২.docx
Anurup Aich,তুমি মিশে আছো আমাতে,song1_তুমি মিশে আছো আমাতে.docx,Data/Anurup Aich/song1_তুমি মিশে আছো আমাতে.docx
Anurup Aich,তুমি আমার,song2_তুমি আমার.docx,Data/Anurup Aich/song2_তুমি আমার.docx
Anurup Aich,হৃদয়ের গহিনে,song5_হৃদয়ের গহিনে.docx,Data/Anurup Aich/song5_হৃদয়ের গহিনে.docx
Anurup Aich,খুঁজে খুঁজে,song3_খুঁজে খুঁজে.docx,Data/Anurup Aich/song3_খুঁজে খুঁজে.docx
Anurup Aich,এক জীবন,song6_এক জীবন.docx,Data/Anurup Aich/song6_এক জীবন.docx
Hason Raja,একদিন তোর হইবো রে মরণ,song1_একদিন তোর হইবো রে মরণ.docx,Data/Hason Raja/song1_একদিন তোর হইবো রে মরণ.docx
Hason Raja,তুমি যে ক্ষতি করলা আমার,song7_তুমি যে ক্ষতি করলা আমার.docx,Data/Hason Raja/song7_তুমি যে ক্ষতি করলা আমার.docx
Hason Raja,নিশা লাগিলো রে,song5_নিশা লাগিলো রে.docx,Data/Hason Raja/song5_নিশা লাগিলো রে.docx
Hason Raja,মাটির পিঞ্জরার মাঝে বন্দি হইয়া,song6_মাটির পিঞ্জরার মাঝে বন্দি হইয়া.docx,Data/Hason Raja/song6_মাটির পিঞ্জরার মাঝে বন্দি হইয়া.docx
Hason Raja,আগুন লাগাইয়া দিলো,song4_আগুন লাগাইয়া দিলো.docx,Data/Hason Raja/song4_আগুন লাগাইয়া দিলো.docx
Hason Raja,নেশা লাগিলো রে,song2_নেশা লাগিলো রে.docx,Data/Hason Raja/song2_নেশা লাগিলো রে.docx
Hason Raja,আমি যাইমু ও যাইমু,song3_আমি যাইমু ও যাইমু.docx,Data/Hason Raja/song3_আমি যাইমু ও যাইমু.docx
Rongu Shahabuddin,তোমাকে যদি,song1_তোমাকে যদি.docx,Data/Rongu Shahabuddin/song1_তোমাকে যদি.docx
Rongu Shahabuddin,এই তো শুধু আমার জন্য কারাগার,song2_এই তো শুধু আমার জন্য কারাগার.docx,Data/Rongu Shahabuddin/song2_এই তো শুধু আমার জন্য কারাগার.docx
Maksudul Haque,জীবনজ্বালা,song1_জীবনজ্বালা.docx,Data/Maksudul Haque/song1_জীবনজ্বালা.docx
Maksudul Haque,আবারও যুদ্ধে যেতে হবে,song5_আবারও যুদ্ধে যেতে হবে.docx,Data/Maksudul Haque/song5_আবারও যুদ্ধে যেতে হবে.docx
Maksudul Haque,গণতন্ত্র,song7_গণতন্ত্র.docx,Data/Maksudul Haque/song7_গণতন্ত্র.docx
Maksudul Haque,চিঠি,song8_চিঠি.docx,Data/Maksudul Haque/song8_চিঠি.docx
Maksudul Haque,অভিযোগ নেই,song9_অভিযোগ নেই.docx,Data/Maksudul Haque/song9_অভিযোগ নেই.docx
Maksudul Haque,গীতি ভাষণ (মৃত্যুদন্ড),song6_গীতি ভাষণ (মৃত্যুদন্ড).docx,Data/Maksudul Haque/song6_গীতি ভাষণ (মৃত্যুদন্ড).docx
Maksudul Haque,মৌসুমী,song3_মৌসুমী.docx,Data/Maksudul Haque/song3_মৌসুমী.docx
Maksudul Haque,মাঝি,song4_মাঝি.docx,Data/Maksudul Haque/song4_মাঝি.docx
Maksudul Haque,স্বদেশ (আমায় ক্ষমা কর মাগো),song2_স্বদেশ (আমায় ক্ষমা কর মাগো).docx,Data/Maksudul Haque/song2_স্বদেশ (আমায় ক্ষমা কর মাগো).docx
Anowar Uddin Khan,কচি পাতার টিয়া রঙ,song1_কচি পাতার টিয়া রঙ.docx,Data/Anowar Uddin Khan/song1_কচি পাতার টিয়া রঙ.docx
Cirkut,"শাহবাগ জনতার, বুক ফাটা চিৎকার","song1_শাহবাগ জনতার, বুক ফাটা চিৎকার.docx","Data/Cirkut/song1_শাহবাগ জনতার, বুক ফাটা চিৎকার.docx"
Solil Chowdhury,ও মোর ময়না গো,song4_ও মোর ময়না গো.docx,Data/Solil Chowdhury/song4_ও মোর ময়না গো.docx
Solil Chowdhury,না যেও না রজনী এখনো বাকি,song18_না যেও না রজনী এখনো বাকি.docx,Data/Solil Chowdhury/song18_না যেও না রজনী এখনো বাকি.docx
Solil Chowdhury,ঐ পথ দূরে দূরে স্বপ্ন মাঝারি নেশা,song9_ঐ পথ দূরে দূরে স্বপ্ন মাঝারি নেশা.docx,Data/Solil Chowdhury/song9_ঐ পথ দূরে দূরে স্বপ্ন মাঝারি নেশা.docx
Solil Chowdhury,আহা ঐ আঁকা বাঁকা যে পথ যায় সুদূরে,song12_আহা ঐ আঁকা বাঁকা যে পথ যায় সুদূরে.docx,Data/Solil Chowdhury/song12_আহা ঐ আঁকা বাঁকা যে পথ যায় সুদূরে.docx
Solil Chowdhury,যাক যা গেছে তা যাক,song11_যাক যা গেছে তা যাক.docx,Data/Solil Chowdhury/song11_যাক যা গেছে তা যাক.docx
Solil Chowdhury,বুলবুল পাখি ময়না টিয়ে,song1_বুলবুল পাখি ময়না টিয়ে.docx,Data/Solil Chowdhury/song1_বুলবুল পাখি ময়না টিয়ে.docx
Solil Chowdhury,আজ নয় গুন গুন গুঞ্জন প্রেমে,song13_আজ নয় গুন গুন গুঞ্জন প্রেমে.docx,Data/Solil Chowdhury/song13_আজ নয় গুন গুন গুঞ্জন প্রেমে.docx
Solil Chowdhury,ও বাঁশী কেন গায়,song16_ও বাঁশী কেন গায়.docx,Data/Solil Chowdhury/song16_ও বাঁশী কেন গায়.docx
Solil Chowdhury,আমি ঝড়ের কাছে রেখে গেলাম আমার ঠিকানা,song2_আমি ঝড়ের কাছে রেখে গেলাম আমার ঠিকানা.docx,Data/Solil Chowdhury/song2_আমি ঝড়ের কাছে রেখে গেলাম আমার ঠিকানা.docx
Solil Chowdhury,যদি কিছু আমারে শুধাও,song17_যদি কিছু আমারে শুধাও.docx,Data/Solil Chowdhury/song17_যদি কিছু আমারে শুধাও.docx
Solil Chowdhury,ওগো আর কিছু তো নয়,song15_ওগো আর কিছু তো নয়.docx,Data/Solil Chowdhury/song15_ওগো আর কিছু তো নয়.docx
Solil Chowdhury,দূরে-প্রান্তরে কে গান ধরে,song7_দূরে-প্রান্তরে কে গান ধরে.docx,Data/Solil Chowdhury/song7_দূরে-প্রান্তরে কে গান ধরে.docx
Solil Chowdhury,ঝুনঝুন ময়না নাচো না,song20_ঝুনঝুন ময়না নাচো না.docx,Data/Solil Chowdhury/song20_ঝুনঝুন ময়না নাচো না.docx
Solil Chowdhury,যারে যারে উড়ে যারে পাখি,song10_যারে যারে উড়ে যারে পাখি.docx,Data/Solil Chowdhury/song10_যারে যারে উড়ে যারে পাখি.docx
Solil Chowdhury,পথ হারাবো বলেই এবার পথে নেমেছি,song3_পথ হারাবো বলেই এবার পথে নেমেছি.docx,Data/Solil Chowdhury/song3_পথ হারাবো বলেই এবার পথে নেমেছি.docx
Solil Chowdhury,কোন এক গাঁয়ের বধুর কথা,song14_কোন এক গাঁয়ের বধুর কথা.docx,Data/Solil Chowdhury/song14_কোন এক গাঁয়ের বধুর কথা.docx
Solil Chowdhury,বিচারপতি তোমার বিচার করবে যারা,song19_বিচারপতি তোমার বিচার করবে যারা.docx,Data/Solil Chowdhury/song19_বিচারপতি তোমার বিচার করবে যারা.docx
Solil Chowdhury,যদি জানতে গো তুমি জানতে,song5_যদি জানতে গো তুমি জানতে.docx,Data/Solil Chowdhury/song5_যদি জানতে গো তুমি জানতে.docx
Solil Chowdhury,চৈতালি দিনে বৈশাখী দিনে,song6_চৈতালি দিনে বৈশাখী দিনে.docx,Data/Solil Chowdhury/song6_চৈতালি দিনে বৈশাখী দিনে.docx
Solil Chowdhury,ধিন তাক কুড় ধিন তাক,song8_ধিন তাক কুড় ধিন তাক.docx,Data/Solil Chowdhury/song8_ধিন তাক কুড় ধিন তাক.docx
Agun,ও আকাশ তুমি,song2_ও আকাশ তুমি.docx,Data/Agun/song2_ও আকাশ তুমি.docx
Agun,ইদানিং আমার,song3_ইদানিং আমার.docx,Data/Agun/song3_ইদানিং আমার.docx
Agun,আমার স্বপ্নগুলো কেন এমন স্বপ্ন হয়,song4_আমার স্বপ্নগুলো কেন এমন স্বপ্ন হয়.docx,Data/Agun/song4_আমার স্বপ্নগুলো কেন এমন স্বপ্ন হয়.docx
Agun,ঝড়ো বেদনার মত,song1_ঝড়ো বেদনার মত.docx,Data/Agun/song1_ঝড়ো বেদনার মত.docx
Delowar Arjuda Shorof,বিন্দিয়ারে বিন্দিয়া,song2_বিন্দিয়ারে বিন্দিয়া.docx,Data/Delowar Arjuda Shorof/song2_বিন্দিয়ারে বিন্দিয়া.docx
Delowar Arjuda Shorof,যে মুখ দেখে দেখে,song3_যে মুখ দেখে দেখে.docx,Data/Delowar Arjuda Shorof/song3_যে মুখ দেখে দেখে.docx
Delowar Arjuda Shorof,নদী ভাসে নদীর জলে,song4_নদী ভাসে নদীর জলে.docx,Data/Delowar Arjuda Shorof/song4_নদী ভাসে নদীর জলে.docx
Delowar Arjuda Shorof,আমি প্রেমে পোড়া,song1_আমি প্রেমে পোড়া.docx,Data/Delowar Arjuda Shorof/song1_আমি প্রেমে পোড়া.docx
Delowar Arjuda Shorof,শনি গেল বন্ধ রবি গেল,song5_শনি গেল বন্ধ রবি গেল.docx,Data/Delowar Arjuda Shorof/song5_শনি গেল বন্ধ রবি গেল.docx
Delowar Arjuda Shorof,দু’চোখে ঘুম আসে না,song6_দু’চোখে ঘুম আসে না.docx,Data/Delowar Arjuda Shorof/song6_দু’চোখে ঘুম আসে না.docx
Sharmin Sultana Sumi,কানামাছি,song3_কানামাছি.docx,Data/Sharmin Sultana Sumi/song3_কানামাছি.docx
Sharmin Sultana Sumi,ধীরে ধীরে,song1_ধীরে ধীরে.docx,Data/Sharmin Sultana Sumi/song1_ধীরে ধীরে.docx
Sharmin Sultana Sumi,কাটাকুটি,song2_কাটাকুটি.docx,Data/Sharmin Sultana Sumi/song2_কাটাকুটি.docx
Nasir Uddin Khan,আজ তুমি দূর বহুদূর,song1_আজ তুমি দূর বহুদূর.docx,Data/Nasir Uddin Khan/song1_আজ তুমি দূর বহুদূর.docx
Nasir Uddin Khan,হবে না হবে না দেখা সজনী গো,song2_হবে না হবে না দেখা সজনী গো.docx,Data/Nasir Uddin Khan/song2_হবে না হবে না দেখা সজনী গো.docx
Kanai Lal Sen,তোমার লাগিয়া রে সদাই প্রাণ আমার,song1_তোমার লাগিয়া রে সদাই প্রাণ আমার.docx,Data/Kanai Lal Sen/song1_তোমার লাগিয়া রে সদাই প্রাণ আমার.docx
Alom Khan,এ জীবনে যারে চেয়েছি,song1_এ জীবনে যারে চেয়েছি.docx,Data/Alom Khan/song1_এ জীবনে যারে চেয়েছি.docx
Alom Khan,এক গৃরস্তের ঘরে ছিল এক হাঁস,song2_এক গৃরস্তের ঘরে ছিল এক হাঁস.docx,Data/Alom Khan/song2_এক গৃরস্তের ঘরে ছিল এক হাঁস.docx
Alom Khan,এখন তো সময় ভালোবাসার,song4_এখন তো সময় ভালোবাসার.docx,Data/Alom Khan/song4_এখন তো সময় ভালোবাসার.docx
Alom Khan,চোখের পানি দেখে যে ভুললো না,song3_চোখের পানি দেখে যে ভুললো না.docx,Data/Alom Khan/song3_চোখের পানি দেখে যে ভুললো না.docx
Ahmed Rizvi,মন শুধু মন ছুয়েছে তাই,song3_মন শুধু মন ছুয়েছে তাই.docx,Data/Ahmed Rizvi/song3_মন শুধু মন ছুয়েছে তাই.docx
Ahmed Rizvi,যতই দুঃখ দাও তুমি আমাকে,song1_যতই দুঃখ দাও তুমি আমাকে.docx,Data/Ahmed Rizvi/song1_যতই দুঃখ দাও তুমি আমাকে.docx
Ahmed Rizvi,ক্ষমা করে দিও বন্ধু,song2_ক্ষমা করে দিও বন্ধু.docx,Data/Ahmed Rizvi/song2_ক্ষমা করে দিও বন্ধু.docx
Abdul Alim,আর কতকাল ভাসবো আমি,song1_আর কতকাল ভাসবো আমি.docx,Data/Abdul Alim/song1_আর কতকাল ভাসবো আমি.docx
Abdul Alim,পরের জায়গা পরের জমিন,song2_পরের জায়গা পরের জমিন.docx,Data/Abdul Alim/song2_পরের জায়গা পরের জমিন.docx
Abu Jafor,"এই পদ্মা, এই মেঘনা","song1_এই পদ্মা, এই মেঘনা.docx","Data/Abu Jafor/song1_এই পদ্মা, এই মেঘনা.docx"
Abu Jafor,নিন্দার কাঁটা যদি না বিঁধিল গাঁয়ে,song2_নিন্দার কাঁটা যদি না বিঁধিল গাঁয়ে.docx,Data/Abu Jafor/song2_নিন্দার কাঁটা যদি না বিঁধিল গাঁয়ে.docx
M A Shoeb,আজ থেকে বারটি বছর,song1_আজ থেকে বারটি বছর.docx,Data/M A Shoeb/song1_আজ থেকে বারটি বছর.docx
M A Shoeb,চলে গেছ আমায় ছেড়ে,song2_চলে গেছ আমায় ছেড়ে.docx,Data/M A Shoeb/song2_চলে গেছ আমায় ছেড়ে.docx
Jalal Uddin,মন জানে আর কেউ জানে না,song6_মন জানে আর কেউ জানে না.docx,Data/Jalal Uddin/song6_মন জানে আর কেউ জানে না.docx
Jalal Uddin,মন জানে আর কেউ জানে না,song3_মন জানে আর কেউ জানে না.docx,Data/Jalal Uddin/song3_মন জানে আর কেউ জানে না.docx
Jalal Uddin,ভালবাসি বলে রে বন্ধু,song7_ভালবাসি বলে রে বন্ধু.docx,Data/Jalal Uddin/song7_ভালবাসি বলে রে বন্ধু.docx
Jalal Uddin,দিন গেলে আর দিন আসে না,song2_দিন গেলে আর দিন আসে না.docx,Data/Jalal Uddin/song2_দিন গেলে আর দিন আসে না.docx
Jalal Uddin,দিন গেলে আর দিন আসে না,song5_দিন গেলে আর দিন আসে না.docx,Data/Jalal Uddin/song5_দিন গেলে আর দিন আসে না.docx
Jalal Uddin,আরে ও ভাটিয়াল গাঙ্গের নাইয়া,song1_আরে ও ভাটিয়াল গাঙ্গের নাইয়া.docx,Data/Jalal Uddin/song1_আরে ও ভাটিয়াল গাঙ্গের নাইয়া.docx
Jalal Uddin,ভালবাসি বলে রে বন্ধু,song4_ভালবাসি বলে রে বন্ধু.docx,Data/Jalal Uddin/song4_ভালবাসি বলে রে বন্ধু.docx
Borun Bishas,ছিঃ ছিঃ ছিঃ এ কী কাণ্ড করেছি,song2_ছিঃ ছিঃ ছিঃ এ কী কাণ্ড করেছি.docx,Data/Borun Bishas/song2_ছিঃ ছিঃ ছিঃ এ কী কাণ্ড করেছি.docx
Borun Bishas,তোমার দেওয়া অঙ্গুরীয় খুলতে পারি নি,song1_তোমার দেওয়া অঙ্গুরীয় খুলতে পারি নি.docx,Data/Borun Bishas/song1_তোমার দেওয়া অঙ্গুরীয় খুলতে পারি নি.docx
Kazi Krishnokoli Islam,যাও পাখি বলো তারে,song3_যাও পাখি বলো তারে.docx,Data/Kazi Krishnokoli Islam/song3_যাও পাখি বলো তারে.docx
Kazi Krishnokoli Islam,আগে যদি জানতাম রে বন্ধু,song2_আগে যদি জানতাম রে বন্ধু.docx,Data/Kazi Krishnokoli Islam/song2_আগে যদি জানতাম রে বন্ধু.docx
Kazi Krishnokoli Islam,বন্ধু তোমার তোমার চোখের মাঝে,song1_বন্ধু তোমার তোমার চোখের মাঝে.docx,Data/Kazi Krishnokoli Islam/song1_বন্ধু তোমার তোমার চোখের মাঝে.docx
Tajul Imam,পরাণ ক্ষেপার গান,song1_পরাণ ক্ষেপার গান.docx,Data/Tajul Imam/song1_পরাণ ক্ষেপার গান.docx
Tajul Imam,পলাশ ফুটেছে শিমুল ফুটেছে,song2_পলাশ ফুটেছে শিমুল ফুটেছে.docx,Data/Tajul Imam/song2_পলাশ ফুটেছে শিমুল ফুটেছে.docx
Tahsan,আমি সেই সুতো হবো,song5_আমি সেই সুতো হবো.docx,Data/Tahsan/song5_আমি সেই সুতো হবো.docx
Tahsan,প্রত্যাবর্তন,song1_প্রত্যাবর্তন.docx,Data/Tahsan/song1_প্রত্যাবর্তন.docx
Tahsan,নেই,song4_নেই.docx,Data/Tahsan/song4_নেই.docx
Tahsan,ভুলতে পারবেনা,song3_ভুলতে পারবেনা.docx,Data/Tahsan/song3_ভুলতে পারবেনা.docx
Tahsan,আগোচরে,song2_আগোচরে.docx,Data/Tahsan/song2_আগোচরে.docx
Ark,কেন এই সন্ত্রাস,song2_কেন এই সন্ত্রাস.docx,Data/Ark/song2_কেন এই সন্ত্রাস.docx
Ark,প্রতিশ্রুতি,song1_প্রতিশ্রুতি.docx,Data/Ark/song1_প্রতিশ্রুতি.docx
Bakiul Alom,জীবনের যত সুখে দুঃখে,song8_জীবনের যত সুখে দুঃখে.docx,Data/Bakiul Alom/song8_জীবনের যত সুখে দুঃখে.docx
Bakiul Alom,জীবনের সব সুখ কেড়ে নিয়ে,song6_জীবনের সব সুখ কেড়ে নিয়ে.docx,Data/Bakiul Alom/song6_জীবনের সব সুখ কেড়ে নিয়ে.docx
Bakiul Alom,বড় বেশি মনে পড়ে,song3_বড় বেশি মনে পড়ে.docx,Data/Bakiul Alom/song3_বড় বেশি মনে পড়ে.docx
Bakiul Alom,জীবনের প্রতিটি,song5_জীবনের প্রতিটি.docx,Data/Bakiul Alom/song5_জীবনের প্রতিটি.docx
Bakiul Alom,নীরবে নিভৃতে,song2_নীরবে নিভৃতে.docx,Data/Bakiul Alom/song2_নীরবে নিভৃতে.docx
Bakiul Alom,যদি পৃথিবীর সব আলো,song1_যদি পৃথিবীর সব আলো.docx,Data/Bakiul Alom/song1_যদি পৃথিবীর সব আলো.docx
Bakiul Alom,সিগারেট,song9_সিগারেট.docx,Data/Bakiul Alom/song9_সিগারেট.docx
Bakiul Alom,দস্যি ছেলে,song4_দস্যি ছেলে.docx,Data/Bakiul Alom/song4_দস্যি ছেলে.docx
Bakiul Alom,তুমি কত সুন্দর,song7_তুমি কত সুন্দর.docx,Data/Bakiul Alom/song7_তুমি কত সুন্দর.docx
Ajijur Rahman,পলাশ ঢাকা কোকিল ডাকা,song1_পলাশ ঢাকা কোকিল ডাকা.docx,Data/Ajijur Rahman/song1_পলাশ ঢাকা কোকিল ডাকা.docx
Ajijur Rahman,আমি রূপনগরের রাজকন্যা,song3_আমি রূপনগরের রাজকন্যা.docx,Data/Ajijur Rahman/song3_আমি রূপনগরের রাজকন্যা.docx
Ajijur Rahman,তাঁরা ভরা রাতে,song2_তাঁরা ভরা রাতে.docx,Data/Ajijur Rahman/song2_তাঁরা ভরা রাতে.docx
Vupen Hazarika,একখানা মেঘ ভেসে এল আকাশে,song2_একখানা মেঘ ভেসে এল আকাশে.docx,Data/Vupen Hazarika/song2_একখানা মেঘ ভেসে এল আকাশে.docx
Vupen Hazarika,গঙ্গা আমার মা পদ্মা আমার মা,song9_গঙ্গা আমার মা পদ্মা আমার মা.docx,Data/Vupen Hazarika/song9_গঙ্গা আমার মা পদ্মা আমার মা.docx
Vupen Hazarika,বিমূর্ত এই রাত্রি আমার,song8_বিমূর্ত এই রাত্রি আমার.docx,Data/Vupen Hazarika/song8_বিমূর্ত এই রাত্রি আমার.docx
Vupen Hazarika,আমি এক যাযাবর,song6_আমি এক যাযাবর.docx,Data/Vupen Hazarika/song6_আমি এক যাযাবর.docx
Vupen Hazarika,বিস্তির্ণ দুপাড়ের অসংখ্য মানুষের,song5_বিস্তির্ণ দুপাড়ের অসংখ্য মানুষের.docx,Data/Vupen Hazarika/song5_বিস্তির্ণ দুপাড়ের অসংখ্য মানুষের.docx
Vupen Hazarika,শরতবাবু খোলা চিঠি দিলাম তোমার কাছে,song4_শরতবাবু খোলা চিঠি দিলাম তোমার কাছে.docx,Data/Vupen Hazarika/song4_শরতবাবু খোলা চিঠি দিলাম তোমার কাছে.docx
Vupen Hazarika,দোলা হে দোলা হে দোলা হে দোলা,song1_দোলা হে দোলা হে দোলা হে দোলা.docx,Data/Vupen Hazarika/song1_দোলা হে দোলা হে দোলা হে দোলা.docx
Vupen Hazarika,মানুষ মানুষের জন্য,song7_মানুষ মানুষের জন্য.docx,Data/Vupen Hazarika/song7_মানুষ মানুষের জন্য.docx
Vupen Hazarika,সাগর সঙ্গমে সাঁতার কেঁটেছি কত,song3_সাগর সঙ্গমে সাঁতার কেঁটেছি কত.docx,Data/Vupen Hazarika/song3_সাগর সঙ্গমে সাঁতার কেঁটেছি কত.docx
Fokir Lalon Shai,মন সহজে কি সই হবা,song31_মন সহজে কি সই হবা.docx,Data/Fokir Lalon Shai/song31_মন সহজে কি সই হবা.docx
Fokir Lalon Shai,খাঁচার ভিতর অচিন পাখি,song38_খাঁচার ভিতর অচিন পাখি.docx,Data/Fokir Lalon Shai/song38_খাঁচার ভিতর অচিন পাখি.docx
Fokir Lalon Shai,,song46_.docx,Data/Fokir Lalon Shai/song46_.docx
Fokir Lalon Shai,কুলের বৌ হয়ে মন আর,song20_কুলের বৌ হয়ে মন আর.docx,Data/Fokir Lalon Shai/song20_কুলের বৌ হয়ে মন আর.docx
Fokir Lalon Shai,আমার হয় না রে সে মনের মত মন,song26_আমার হয় না রে সে মনের মত মন.docx,Data/Fokir Lalon Shai/song26_আমার হয় না রে সে মনের মত মন.docx
Fokir Lalon Shai,মানুষ গুরু নিষ্ঠা যার,song30_মানুষ গুরু নিষ্ঠা যার.docx,Data/Fokir Lalon Shai/song30_মানুষ গুরু নিষ্ঠা যার.docx
Fokir Lalon Shai,কেন জিজ্ঞাসিলে খোদার কথা,song9_কেন জিজ্ঞাসিলে খোদার কথা.docx,Data/Fokir Lalon Shai/song9_কেন জিজ্ঞাসিলে খোদার কথা.docx
Fokir Lalon Shai,সহজ মানুষ ভজে দেখনারে মন দিব্যজ্ঞানে,song23_সহজ মানুষ ভজে দেখনারে মন দিব্যজ্ঞানে.docx,Data/Fokir Lalon Shai/song23_সহজ মানুষ ভজে দেখনারে মন দিব্যজ্ঞানে.docx
Fokir Lalon Shai,,song39_.docx,Data/Fokir Lalon Shai/song39_.docx
Fokir Lalon Shai,সেই কালাচাঁদ নদেয় এসেছে,song4_সেই কালাচাঁদ নদেয় এসেছে.docx,Data/Fokir Lalon Shai/song4_সেই কালাচাঁদ নদেয় এসেছে.docx
Fokir Lalon Shai,আর আমারে মারিস নে মা,song11_আর আমারে মারিস নে মা.docx,Data/Fokir Lalon Shai/song11_আর আমারে মারিস নে মা.docx
Fokir Lalon Shai,এ বড় আজব কুদরতি,song22_এ বড় আজব কুদরতি.docx,Data/Fokir Lalon Shai/song22_এ বড় আজব কুদরতি.docx
Fokir Lalon Shai,পাবে সামান্যে কি তার দেখা!,song2_পাবে সামান্যে কি তার দেখা!.docx,Data/Fokir Lalon Shai/song2_পাবে সামান্যে কি তার দেখা!.docx
Fokir Lalon Shai,আমি ঐ চরণে দাসের যোগ্য নই,song28_আমি ঐ চরণে দাসের যোগ্য নই.docx,Data/Fokir Lalon Shai/song28_আমি ঐ চরণে দাসের যোগ্য নই.docx
Fokir Lalon Shai,নবী না চিনলে সেকি খোদার,song14_নবী না চিনলে সেকি খোদার.docx,Data/Fokir Lalon Shai/song14_নবী না চিনলে সেকি খোদার.docx
Fokir Lalon Shai,ধর রে অধর চাঁদেরে অধরে অধর দিয়ে,song16_ধর রে অধর চাঁদেরে অধরে অধর দিয়ে.docx,Data/Fokir Lalon Shai/song16_ধর রে অধর চাঁদেরে অধরে অধর দিয়ে.docx
Fokir Lalon Shai,আল্লাহ্ কে বোঝে তোমার অপার লীলা,song24_আল্লাহ্ কে বোঝে তোমার অপার লীলা.docx,Data/Fokir Lalon Shai/song24_আল্লাহ্ কে বোঝে তোমার অপার লীলা.docx
Fokir Lalon Shai,আপন ঘরের খবর লে না,song35_আপন ঘরের খবর লে না.docx,Data/Fokir Lalon Shai/song35_আপন ঘরের খবর লে না.docx
Fokir Lalon Shai,এলাহী আলমীন গো আল্লা,song19_এলাহী আলমীন গো আল্লা.docx,Data/Fokir Lalon Shai/song19_এলাহী আলমীন গো আল্লা.docx
Fokir Lalon Shai,,song50_.docx,Data/Fokir Lalon Shai/song50_.docx
Fokir Lalon Shai,,song43_.docx,Data/Fokir Lalon Shai/song43_.docx
Fokir Lalon Shai,জানতে হয় আদম ছফির আদ্য,song18_জানতে হয় আদম ছফির আদ্য.docx,Data/Fokir Lalon Shai/song18_জানতে হয় আদম ছফির আদ্য.docx
Fokir Lalon Shai,বাড়ির কাছে আরশী নগর,song8_বাড়ির কাছে আরশী নগর.docx,Data/Fokir Lalon Shai/song8_বাড়ির কাছে আরশী নগর.docx
Fokir Lalon Shai,,song40_.docx,Data/Fokir Lalon Shai/song40_.docx
Fokir Lalon Shai,এ দেশেতে এই সুখ হল,song12_এ দেশেতে এই সুখ হল.docx,Data/Fokir Lalon Shai/song12_এ দেশেতে এই সুখ হল.docx
Fokir Lalon Shai,যেখানে সাঁইর বারামখানা,song36_যেখানে সাঁইর বারামখানা.docx,Data/Fokir Lalon Shai/song36_যেখানে সাঁইর বারামখানা.docx
Fokir Lalon Shai,দিবানিশি থাকরে সব বা-হুঁশিয়ারী,song25_দিবানিশি থাকরে সব বা-হুঁশিয়ারী.docx,Data/Fokir Lalon Shai/song25_দিবানিশি থাকরে সব বা-হুঁশিয়ারী.docx
Fokir Lalon Shai,কররে পিয়ালা কবুল শুদ্ধ ঈমানে,song13_কররে পিয়ালা কবুল শুদ্ধ ঈমানে.docx,Data/Fokir Lalon Shai/song13_কররে পিয়ালা কবুল শুদ্ধ ঈমানে.docx
Fokir Lalon Shai,,song49_.docx,Data/Fokir Lalon Shai/song49_.docx
