Author,Song Name,File Name,File Path
Rabindra Nath Tagore,আজ ধানের ক্ষেতে রৌদ্রছায়ায় লুকোচুরি খেলা,song805_আজ ধানের ক্ষেতে রৌদ্রছায়ায় লুকোচুরি খেলা.docx,Data/Rabindra Nath Tagore/song805_আজ ধানের ক্ষেতে রৌদ্রছায়ায় লুকোচুরি খেলা.docx
Rabindra Nath Tagore,আমার অভিমানের বদলে আজ নেব তোমার মালা,song487_আমার অভিমানের বদলে আজ নেব তোমার মালা.docx,Data/Rabindra Nath Tagore/song487_আমার অভিমানের বদলে আজ নেব তোমার মালা.docx
Rabindra Nath Tagore,আনন্দলোকে মঙ্গলালোকে,song648_আনন্দলোকে মঙ্গলালোকে.docx,Data/Rabindra Nath Tagore/song648_আনন্দলোকে মঙ্গলালোকে.docx
Rabindra Nath Tagore,আমার ব্যথা যখন আনে,song409_আমার ব্যথা যখন আনে.docx,Data/Rabindra Nath Tagore/song409_আমার ব্যথা যখন আনে.docx
Rabindra Nath Tagore,ছিন্ন পাতার সাজাই তরণী,song283_ছিন্ন পাতার সাজাই তরণী.docx,Data/Rabindra Nath Tagore/song283_ছিন্ন পাতার সাজাই তরণী.docx
Rabindra Nath Tagore,এরে ভিখারী সাজায়ে কী রঙ্গ তুমি করিলে,song475_এরে ভিখারী সাজায়ে কী রঙ্গ তুমি করিলে.docx,Data/Rabindra Nath Tagore/song475_এরে ভিখারী সাজায়ে কী রঙ্গ তুমি করিলে.docx
Rabindra Nath Tagore,অজানা খনির নুতন মণির,song63_অজানা খনির নুতন মণির.docx,Data/Rabindra Nath Tagore/song63_অজানা খনির নুতন মণির.docx
Rabindra Nath Tagore,ওগো আমার প্রাণের ঠাকুর,song305_ওগো আমার প্রাণের ঠাকুর.docx,Data/Rabindra Nath Tagore/song305_ওগো আমার প্রাণের ঠাকুর.docx
Rabindra Nath Tagore,প্রাণ চায় চক্ষু না চায়,song747_প্রাণ চায় চক্ষু না চায়.docx,Data/Rabindra Nath Tagore/song747_প্রাণ চায় চক্ষু না চায়.docx
Rabindra Nath Tagore,একি আকুলতা ভুবনে,song680_একি আকুলতা ভুবনে.docx,Data/Rabindra Nath Tagore/song680_একি আকুলতা ভুবনে.docx
Rabindra Nath Tagore,গানের সুরের আসনখানি পাতি পথের ধারে,song638_গানের সুরের আসনখানি পাতি পথের ধারে.docx,Data/Rabindra Nath Tagore/song638_গানের সুরের আসনখানি পাতি পথের ধারে.docx
Rabindra Nath Tagore,সকলই ফুরালো স্বপন প্রায়,song761_সকলই ফুরালো স্বপন প্রায়.docx,Data/Rabindra Nath Tagore/song761_সকলই ফুরালো স্বপন প্রায়.docx
Rabindra Nath Tagore,সুন্দর বটে তব অঙ্গদখানি তারায় তারায় খচিত,song571_সুন্দর বটে তব অঙ্গদখানি তারায় তারায় খচিত.docx,Data/Rabindra Nath Tagore/song571_সুন্দর বটে তব অঙ্গদখানি তারায় তারায় খচিত.docx
Rabindra Nath Tagore,আপনারে দিয়ে রচিলি রে,song392_আপনারে দিয়ে রচিলি রে.docx,Data/Rabindra Nath Tagore/song392_আপনারে দিয়ে রচিলি রে.docx
Rabindra Nath Tagore,আজ বরষার রূপ হেরি মানবের মাঝে,song170_আজ বরষার রূপ হেরি মানবের মাঝে.docx,Data/Rabindra Nath Tagore/song170_আজ বরষার রূপ হেরি মানবের মাঝে.docx
Rabindra Nath Tagore,ওঠো ওঠো রে– বিফলে প্রভাত বহে যায় যে,song644_ওঠো ওঠো রে– বিফলে প্রভাত বহে যায় যে.docx,Data/Rabindra Nath Tagore/song644_ওঠো ওঠো রে– বিফলে প্রভাত বহে যায় যে.docx
Rabindra Nath Tagore,আজি বাংলাদেশের হৃদয় হতে কখন আপনি,song804_আজি বাংলাদেশের হৃদয় হতে কখন আপনি.docx,Data/Rabindra Nath Tagore/song804_আজি বাংলাদেশের হৃদয় হতে কখন আপনি.docx
Rabindra Nath Tagore,বিরহ মধুর হল আজি মধুরাতে,song251_বিরহ মধুর হল আজি মধুরাতে.docx,Data/Rabindra Nath Tagore/song251_বিরহ মধুর হল আজি মধুরাতে.docx
Rabindra Nath Tagore,ভেঙে মোর ঘরের চাবি নিয়ে যাবি কে আমারে,song109_ভেঙে মোর ঘরের চাবি নিয়ে যাবি কে আমারে.docx,Data/Rabindra Nath Tagore/song109_ভেঙে মোর ঘরের চাবি নিয়ে যাবি কে আমারে.docx
Rabindra Nath Tagore,বাদল দিনের প্রথম কদম ফুল,song854_বাদল দিনের প্রথম কদম ফুল.docx,Data/Rabindra Nath Tagore/song854_বাদল দিনের প্রথম কদম ফুল.docx
Rabindra Nath Tagore,"তোমার বাস কোথা যে পথিক ওগো, দেশে কি বিদেশে","song350_তোমার বাস কোথা যে পথিক ওগো, দেশে কি বিদেশে.docx","Data/Rabindra Nath Tagore/song350_তোমার বাস কোথা যে পথিক ওগো, দেশে কি বিদেশে.docx"
Rabindra Nath Tagore,যে ছিল আমার স্বপনচারিণী,song701_যে ছিল আমার স্বপনচারিণী.docx,Data/Rabindra Nath Tagore/song701_যে ছিল আমার স্বপনচারিণী.docx
Rabindra Nath Tagore,অসীম কালসাগরে ভুবন ভেসে চলেছে,song778_অসীম কালসাগরে ভুবন ভেসে চলেছে.docx,Data/Rabindra Nath Tagore/song778_অসীম কালসাগরে ভুবন ভেসে চলেছে.docx
Rabindra Nath Tagore,ওদের সাথে মেলাও যারা চরায় তোমার ধেনু,song492_ওদের সাথে মেলাও যারা চরায় তোমার ধেনু.docx,Data/Rabindra Nath Tagore/song492_ওদের সাথে মেলাও যারা চরায় তোমার ধেনু.docx
Rabindra Nath Tagore,সে দিনে আপদ আমার যাবে কেটে,song494_সে দিনে আপদ আমার যাবে কেটে.docx,Data/Rabindra Nath Tagore/song494_সে দিনে আপদ আমার যাবে কেটে.docx
Rabindra Nath Tagore,কবে আমি বাহির হলেম তোমারি গান গেয়ে,song637_কবে আমি বাহির হলেম তোমারি গান গেয়ে.docx,Data/Rabindra Nath Tagore/song637_কবে আমি বাহির হলেম তোমারি গান গেয়ে.docx
Rabindra Nath Tagore,সে যে বাহির হল আমি জানি,song246_সে যে বাহির হল আমি জানি.docx,Data/Rabindra Nath Tagore/song246_সে যে বাহির হল আমি জানি.docx
Rabindra Nath Tagore,বলি ও আমার গোলাপ বালা,song275_বলি ও আমার গোলাপ বালা.docx,Data/Rabindra Nath Tagore/song275_বলি ও আমার গোলাপ বালা.docx
Rabindra Nath Tagore,বজ্রে তোমার বাজে বাঁশি,song781_বজ্রে তোমার বাজে বাঁশি.docx,Data/Rabindra Nath Tagore/song781_বজ্রে তোমার বাজে বাঁশি.docx
Rabindra Nath Tagore,আরো কিছুক্ষণ নাহয় বসিয়ো পাশে,song808_আরো কিছুক্ষণ নাহয় বসিয়ো পাশে.docx,Data/Rabindra Nath Tagore/song808_আরো কিছুক্ষণ নাহয় বসিয়ো পাশে.docx
Rabindra Nath Tagore,"এবার তো যৌবনের কাছে মেনেছ, হার মেনেছ","song315_এবার তো যৌবনের কাছে মেনেছ, হার মেনেছ.docx","Data/Rabindra Nath Tagore/song315_এবার তো যৌবনের কাছে মেনেছ, হার মেনেছ.docx"
Rabindra Nath Tagore,আমার রাত পোহালো শারদ প্রাতে,song581_আমার রাত পোহালো শারদ প্রাতে.docx,Data/Rabindra Nath Tagore/song581_আমার রাত পোহালো শারদ প্রাতে.docx
Rabindra Nath Tagore,আকাশ আমায় ভরল আলোয়,song368_আকাশ আমায় ভরল আলোয়.docx,Data/Rabindra Nath Tagore/song368_আকাশ আমায় ভরল আলোয়.docx
Rabindra Nath Tagore,আমায় মুক্তি যদি দাও,song390_আমায় মুক্তি যদি দাও.docx,Data/Rabindra Nath Tagore/song390_আমায় মুক্তি যদি দাও.docx
Rabindra Nath Tagore,কোন শুভক্ষণে উদিবে নয়নে,song421_কোন শুভক্ষণে উদিবে নয়নে.docx,Data/Rabindra Nath Tagore/song421_কোন শুভক্ষণে উদিবে নয়নে.docx
Rabindra Nath Tagore,যা হবার তা হবে,song572_যা হবার তা হবে.docx,Data/Rabindra Nath Tagore/song572_যা হবার তা হবে.docx
Rabindra Nath Tagore,তুমি নব নব রূপে এসো প্রাণে,song406_তুমি নব নব রূপে এসো প্রাণে.docx,Data/Rabindra Nath Tagore/song406_তুমি নব নব রূপে এসো প্রাণে.docx
Rabindra Nath Tagore,শুন লো শুন লো বালিকা,song117_শুন লো শুন লো বালিকা.docx,Data/Rabindra Nath Tagore/song117_শুন লো শুন লো বালিকা.docx
Rabindra Nath Tagore,এসো হে এসো সজল ঘন বাদলবরিষনে,song182_এসো হে এসো সজল ঘন বাদলবরিষনে.docx,Data/Rabindra Nath Tagore/song182_এসো হে এসো সজল ঘন বাদলবরিষনে.docx
Rabindra Nath Tagore,তুমি ডাক দিয়েছ কোন সকালে কেউ তা জানে না,song702_তুমি ডাক দিয়েছ কোন সকালে কেউ তা জানে না.docx,Data/Rabindra Nath Tagore/song702_তুমি ডাক দিয়েছ কোন সকালে কেউ তা জানে না.docx
Rabindra Nath Tagore,প্রতিদিন তব গাথা গাব আমি সুমধুর,song587_প্রতিদিন তব গাথা গাব আমি সুমধুর.docx,Data/Rabindra Nath Tagore/song587_প্রতিদিন তব গাথা গাব আমি সুমধুর.docx
Rabindra Nath Tagore,দিনগুলি মোর সোনার খাঁচায় রইল না,song740_দিনগুলি মোর সোনার খাঁচায় রইল না.docx,Data/Rabindra Nath Tagore/song740_দিনগুলি মোর সোনার খাঁচায় রইল না.docx
Rabindra Nath Tagore,এই শ্রাবণ-বেলা বাদল-ঝরা যূথীবনের গন্ধে ভরা,song224_এই শ্রাবণ-বেলা বাদল-ঝরা যূথীবনের গন্ধে ভরা.docx,Data/Rabindra Nath Tagore/song224_এই শ্রাবণ-বেলা বাদল-ঝরা যূথীবনের গন্ধে ভরা.docx
Rabindra Nath Tagore,আমার এই পথ চাওয়াতেই আনন্দ,song739_আমার এই পথ চাওয়াতেই আনন্দ.docx,Data/Rabindra Nath Tagore/song739_আমার এই পথ চাওয়াতেই আনন্দ.docx
Rabindra Nath Tagore,এবার দুঃখ আমার অসীম পাথার,song385_এবার দুঃখ আমার অসীম পাথার.docx,Data/Rabindra Nath Tagore/song385_এবার দুঃখ আমার অসীম পাথার.docx
Rabindra Nath Tagore,তুমি কেমন করে গান কর হে গুণী,song533_তুমি কেমন করে গান কর হে গুণী.docx,Data/Rabindra Nath Tagore/song533_তুমি কেমন করে গান কর হে গুণী.docx
Rabindra Nath Tagore,খেলার ছলে সাজিয়ে আমার গানের বাণী,song509_খেলার ছলে সাজিয়ে আমার গানের বাণী.docx,Data/Rabindra Nath Tagore/song509_খেলার ছলে সাজিয়ে আমার গানের বাণী.docx
Rabindra Nath Tagore,বড় আশা করে এসেছি,song856_বড় আশা করে এসেছি.docx,Data/Rabindra Nath Tagore/song856_বড় আশা করে এসেছি.docx
Rabindra Nath Tagore,প্রেম এসেছিল নিঃশব্দ চরণে,song819_প্রেম এসেছিল নিঃশব্দ চরণে.docx,Data/Rabindra Nath Tagore/song819_প্রেম এসেছিল নিঃশব্দ চরণে.docx
Rabindra Nath Tagore,চিত্ত আমার হারালো আজ মেঘের মাঝখানে,song181_চিত্ত আমার হারালো আজ মেঘের মাঝখানে.docx,Data/Rabindra Nath Tagore/song181_চিত্ত আমার হারালো আজ মেঘের মাঝখানে.docx
Rabindra Nath Tagore,"এসো গো, জ্বেলে দিয়ে যাও প্রদীপখানি","song614_এসো গো, জ্বেলে দিয়ে যাও প্রদীপখানি.docx","Data/Rabindra Nath Tagore/song614_এসো গো, জ্বেলে দিয়ে যাও প্রদীপখানি.docx"
Rabindra Nath Tagore,উতল-ধারা বাদল ঝরে। সকল বেলা একা ঘরে,song211_উতল-ধারা বাদল ঝরে। সকল বেলা একা ঘরে.docx,Data/Rabindra Nath Tagore/song211_উতল-ধারা বাদল ঝরে। সকল বেলা একা ঘরে.docx
Rabindra Nath Tagore,"ন্যায় অন্যায় জানি নে, জানি নে, জানি নে","song675_ন্যায় অন্যায় জানি নে, জানি নে, জানি নে.docx","Data/Rabindra Nath Tagore/song675_ন্যায় অন্যায় জানি নে, জানি নে, জানি নে.docx"
Rabindra Nath Tagore,কোথাও আমার হারিয়ে যাবার নেই মানা,song257_কোথাও আমার হারিয়ে যাবার নেই মানা.docx,Data/Rabindra Nath Tagore/song257_কোথাও আমার হারিয়ে যাবার নেই মানা.docx
Rabindra Nath Tagore,"পেয়েছি ছুটি, বিদায় দেহ ভাই","song277_পেয়েছি ছুটি, বিদায় দেহ ভাই.docx","Data/Rabindra Nath Tagore/song277_পেয়েছি ছুটি, বিদায় দেহ ভাই.docx"
Rabindra Nath Tagore,"ওরে বকুল পারুল, ওরে শাল পিয়ালের বন","song544_ওরে বকুল পারুল, ওরে শাল পিয়ালের বন.docx","Data/Rabindra Nath Tagore/song544_ওরে বকুল পারুল, ওরে শাল পিয়ালের বন.docx"
Rabindra Nath Tagore,পুব সাগরের পার হতে কোন এল পরবাসী,song206_পুব সাগরের পার হতে কোন এল পরবাসী.docx,Data/Rabindra Nath Tagore/song206_পুব সাগরের পার হতে কোন এল পরবাসী.docx
Rabindra Nath Tagore,"সহসা ডালপালা তোর উতলা-যে ও চাঁপা, ও করবী","song356_সহসা ডালপালা তোর উতলা-যে ও চাঁপা, ও করবী.docx","Data/Rabindra Nath Tagore/song356_সহসা ডালপালা তোর উতলা-যে ও চাঁপা, ও করবী.docx"
Rabindra Nath Tagore,"যায় দিন, শ্রাবণদিন যায়","song168_যায় দিন, শ্রাবণদিন যায়.docx","Data/Rabindra Nath Tagore/song168_যায় দিন, শ্রাবণদিন যায়.docx"
Rabindra Nath Tagore,বেদনা কী ভাষায় রে,song335_বেদনা কী ভাষায় রে.docx,Data/Rabindra Nath Tagore/song335_বেদনা কী ভাষায় রে.docx
Rabindra Nath Tagore,তোমার সোনার থালায় সাজাব আজ দুখের অশ্রুধার,song297_তোমার সোনার থালায় সাজাব আজ দুখের অশ্রুধার.docx,Data/Rabindra Nath Tagore/song297_তোমার সোনার থালায় সাজাব আজ দুখের অশ্রুধার.docx
Rabindra Nath Tagore,আমি ভয় করব না ভয় করব না,song671_আমি ভয় করব না ভয় করব না.docx,Data/Rabindra Nath Tagore/song671_আমি ভয় করব না ভয় করব না.docx
Rabindra Nath Tagore,"লো শেফালি, ওলো শেফালি","song144_লো শেফালি, ওলো শেফালি.docx","Data/Rabindra Nath Tagore/song144_লো শেফালি, ওলো শেফালি.docx"
Rabindra Nath Tagore,এই কথাটা ধরে রাখিস,song609_এই কথাটা ধরে রাখিস.docx,Data/Rabindra Nath Tagore/song609_এই কথাটা ধরে রাখিস.docx
Rabindra Nath Tagore,নাই বা ডাকো রইব তোমার দ্বারে,song423_নাই বা ডাকো রইব তোমার দ্বারে.docx,Data/Rabindra Nath Tagore/song423_নাই বা ডাকো রইব তোমার দ্বারে.docx
Rabindra Nath Tagore,তোমায় গান শোনাব তাই,song610_তোমায় গান শোনাব তাই.docx,Data/Rabindra Nath Tagore/song610_তোমায় গান শোনাব তাই.docx
Rabindra Nath Tagore,সুখের মাঝে তোমায় দেখেছি,song710_সুখের মাঝে তোমায় দেখেছি.docx,Data/Rabindra Nath Tagore/song710_সুখের মাঝে তোমায় দেখেছি.docx
Rabindra Nath Tagore,"মেঘের পরে মেঘ জমেছে, আঁধার করে আসে","song256_মেঘের পরে মেঘ জমেছে, আঁধার করে আসে.docx","Data/Rabindra Nath Tagore/song256_মেঘের পরে মেঘ জমেছে, আঁধার করে আসে.docx"
Rabindra Nath Tagore,সেই তো বসন্ত ফিরে এল,song314_সেই তো বসন্ত ফিরে এল.docx,Data/Rabindra Nath Tagore/song314_সেই তো বসন্ত ফিরে এল.docx
Rabindra Nath Tagore,বিশ্ব সাথে যোগে যেথায় বিহারো,song788_বিশ্ব সাথে যোগে যেথায় বিহারো.docx,Data/Rabindra Nath Tagore/song788_বিশ্ব সাথে যোগে যেথায় বিহারো.docx
Rabindra Nath Tagore,সে দিন আমায় বলেছিলে আমার সময় হয় নাই,song130_সে দিন আমায় বলেছিলে আমার সময় হয় নাই.docx,Data/Rabindra Nath Tagore/song130_সে দিন আমায় বলেছিলে আমার সময় হয় নাই.docx
Rabindra Nath Tagore,কূল থেকে মোর গানের তরী দিলেম খুলে,song527_কূল থেকে মোর গানের তরী দিলেম খুলে.docx,Data/Rabindra Nath Tagore/song527_কূল থেকে মোর গানের তরী দিলেম খুলে.docx
Rabindra Nath Tagore,ওই ভাঙল হাসির বাঁধ,song354_ওই ভাঙল হাসির বাঁধ.docx,Data/Rabindra Nath Tagore/song354_ওই ভাঙল হাসির বাঁধ.docx
Rabindra Nath Tagore,অনেক দিনের মনের মানুষ যেন এলে কে,song327_অনেক দিনের মনের মানুষ যেন এলে কে.docx,Data/Rabindra Nath Tagore/song327_অনেক দিনের মনের মানুষ যেন এলে কে.docx
Rabindra Nath Tagore,ওগো এত প্রেম-আশা প্রাণের তিয়াষা,song525_ওগো এত প্রেম-আশা প্রাণের তিয়াষা.docx,Data/Rabindra Nath Tagore/song525_ওগো এত প্রেম-আশা প্রাণের তিয়াষা.docx
Rabindra Nath Tagore,তুমি এপার ওপার কর কে গো,song420_তুমি এপার ওপার কর কে গো.docx,Data/Rabindra Nath Tagore/song420_তুমি এপার ওপার কর কে গো.docx
Rabindra Nath Tagore,আমার হিয়ার মাঝে লুকিয়ে ছিলে,song853_আমার হিয়ার মাঝে লুকিয়ে ছিলে.docx,Data/Rabindra Nath Tagore/song853_আমার হিয়ার মাঝে লুকিয়ে ছিলে.docx
Rabindra Nath Tagore,ওই পোহাইল তিমিররাতি,song519_ওই পোহাইল তিমিররাতি.docx,Data/Rabindra Nath Tagore/song519_ওই পোহাইল তিমিররাতি.docx
Rabindra Nath Tagore,তোমারেই করিয়াছি জীবনের ধ্রুবতারা,song830_তোমারেই করিয়াছি জীবনের ধ্রুবতারা.docx,Data/Rabindra Nath Tagore/song830_তোমারেই করিয়াছি জীবনের ধ্রুবতারা.docx
Rabindra Nath Tagore,বাঁধন ছেঁড়ার সাধন হবে,song391_বাঁধন ছেঁড়ার সাধন হবে.docx,Data/Rabindra Nath Tagore/song391_বাঁধন ছেঁড়ার সাধন হবে.docx
Rabindra Nath Tagore,চৈত্র পবনে মন চিত্ত বনে,song588_চৈত্র পবনে মন চিত্ত বনে.docx,Data/Rabindra Nath Tagore/song588_চৈত্র পবনে মন চিত্ত বনে.docx
Rabindra Nath Tagore,শীতের হাওয়ার লাগল নাচন আম্‌লকির এই ডালে ডালে।,song129_শীতের হাওয়ার লাগল নাচন আম্‌লকির এই ডালে ডালে।.docx,Data/Rabindra Nath Tagore/song129_শীতের হাওয়ার লাগল নাচন আম্‌লকির এই ডালে ডালে।.docx
Rabindra Nath Tagore,"প্রভু, তোমার বীণা যেমনি বাজে","song504_প্রভু, তোমার বীণা যেমনি বাজে.docx","Data/Rabindra Nath Tagore/song504_প্রভু, তোমার বীণা যেমনি বাজে.docx"
Rabindra Nath Tagore,মাঝে মাঝে তব দেখা পাই,song72_মাঝে মাঝে তব দেখা পাই.docx,Data/Rabindra Nath Tagore/song72_মাঝে মাঝে তব দেখা পাই.docx
Rabindra Nath Tagore,ভোর হল যেই শ্রাবণশর্বরী,song199_ভোর হল যেই শ্রাবণশর্বরী.docx,Data/Rabindra Nath Tagore/song199_ভোর হল যেই শ্রাবণশর্বরী.docx
Rabindra Nath Tagore,নীরবে আছ কেন বাহির দুয়ারে,song432_নীরবে আছ কেন বাহির দুয়ারে.docx,Data/Rabindra Nath Tagore/song432_নীরবে আছ কেন বাহির দুয়ারে.docx
Rabindra Nath Tagore,কান্নাহাসির-দোল-দোলানো পৌষ-ফাগুনের পালা,song536_কান্নাহাসির-দোল-দোলানো পৌষ-ফাগুনের পালা.docx,Data/Rabindra Nath Tagore/song536_কান্নাহাসির-দোল-দোলানো পৌষ-ফাগুনের পালা.docx
Rabindra Nath Tagore,তার বিদায়বেলার মালাখানি,song100_তার বিদায়বেলার মালাখানি.docx,Data/Rabindra Nath Tagore/song100_তার বিদায়বেলার মালাখানি.docx
Rabindra Nath Tagore,কার মিলন চাও বিরহী,song582_কার মিলন চাও বিরহী.docx,Data/Rabindra Nath Tagore/song582_কার মিলন চাও বিরহী.docx
Rabindra Nath Tagore,শিউলি ফোঁটা ফুরোল যেই ফুরোল শীতের বনে,song128_শিউলি ফোঁটা ফুরোল যেই ফুরোল শীতের বনে.docx,Data/Rabindra Nath Tagore/song128_শিউলি ফোঁটা ফুরোল যেই ফুরোল শীতের বনে.docx
Rabindra Nath Tagore,পাদপ্রান্তে রাখ সেবকে,song439_পাদপ্রান্তে রাখ সেবকে.docx,Data/Rabindra Nath Tagore/song439_পাদপ্রান্তে রাখ সেবকে.docx
Rabindra Nath Tagore,পাতার ভেলা ভাসাইনিরে,song591_পাতার ভেলা ভাসাইনিরে.docx,Data/Rabindra Nath Tagore/song591_পাতার ভেলা ভাসাইনিরে.docx
Rabindra Nath Tagore,আমারেও করো মার্জনা,song766_আমারেও করো মার্জনা.docx,Data/Rabindra Nath Tagore/song766_আমারেও করো মার্জনা.docx
Rabindra Nath Tagore,কবে তুমি আসবে ব’লে রইব না বসে,song552_কবে তুমি আসবে ব’লে রইব না বসে.docx,Data/Rabindra Nath Tagore/song552_কবে তুমি আসবে ব’লে রইব না বসে.docx
Rabindra Nath Tagore,এক ফাগুনের গান সে আমার,song320_এক ফাগুনের গান সে আমার.docx,Data/Rabindra Nath Tagore/song320_এক ফাগুনের গান সে আমার.docx
Rabindra Nath Tagore,বসন্তে কি শুধু কেবল ফোটা,song370_বসন্তে কি শুধু কেবল ফোটা.docx,Data/Rabindra Nath Tagore/song370_বসন্তে কি শুধু কেবল ফোটা.docx
Rabindra Nath Tagore,জীবন যখন শুকায়ে যায় করুণাধারায় এসো,song461_জীবন যখন শুকায়ে যায় করুণাধারায় এসো.docx,Data/Rabindra Nath Tagore/song461_জীবন যখন শুকায়ে যায় করুণাধারায় এসো.docx
Rabindra Nath Tagore,আমার মনের মাঝে যে গান বাজে,song596_আমার মনের মাঝে যে গান বাজে.docx,Data/Rabindra Nath Tagore/song596_আমার মনের মাঝে যে গান বাজে.docx
Rabindra Nath Tagore,সংসার যবে মন কেড়ে লয়,song121_সংসার যবে মন কেড়ে লয়.docx,Data/Rabindra Nath Tagore/song121_সংসার যবে মন কেড়ে লয়.docx
Rabindra Nath Tagore,সুখে আমায় রাখবে কেন,song835_সুখে আমায় রাখবে কেন.docx,Data/Rabindra Nath Tagore/song835_সুখে আমায় রাখবে কেন.docx
Rabindra Nath Tagore,হে নবীনা,song285_হে নবীনা.docx,Data/Rabindra Nath Tagore/song285_হে নবীনা.docx
Rabindra Nath Tagore,এই মৌমাছিদের ঘরছাড়া কে করেছে রে,song317_এই মৌমাছিদের ঘরছাড়া কে করেছে রে.docx,Data/Rabindra Nath Tagore/song317_এই মৌমাছিদের ঘরছাড়া কে করেছে রে.docx
Rabindra Nath Tagore,আমি তখন ছিলেম মগন গহন ঘুমের ঘোরে,song176_আমি তখন ছিলেম মগন গহন ঘুমের ঘোরে.docx,Data/Rabindra Nath Tagore/song176_আমি তখন ছিলেম মগন গহন ঘুমের ঘোরে.docx
Rabindra Nath Tagore,পথ দিয়ে কে যায় গো চলে,song556_পথ দিয়ে কে যায় গো চলে.docx,Data/Rabindra Nath Tagore/song556_পথ দিয়ে কে যায় গো চলে.docx
Rabindra Nath Tagore,আমার মাঝে তোমারি মায়া জাগালে তুমি কবি,song478_আমার মাঝে তোমারি মায়া জাগালে তুমি কবি.docx,Data/Rabindra Nath Tagore/song478_আমার মাঝে তোমারি মায়া জাগালে তুমি কবি.docx
Rabindra Nath Tagore,আমার পরাণ যাহা চায়,song741_আমার পরাণ যাহা চায়.docx,Data/Rabindra Nath Tagore/song741_আমার পরাণ যাহা চায়.docx
Rabindra Nath Tagore,বিপুল তরঙ্গরে,song785_বিপুল তরঙ্গরে.docx,Data/Rabindra Nath Tagore/song785_বিপুল তরঙ্গরে.docx
Rabindra Nath Tagore,না বাঁচাবে আমায় যদি মারবে কেন তবে,song376_না বাঁচাবে আমায় যদি মারবে কেন তবে.docx,Data/Rabindra Nath Tagore/song376_না বাঁচাবে আমায় যদি মারবে কেন তবে.docx
Rabindra Nath Tagore,সহেনা যাতনা দিবস,song833_সহেনা যাতনা দিবস.docx,Data/Rabindra Nath Tagore/song833_সহেনা যাতনা দিবস.docx
Rabindra Nath Tagore,আমার গোধূলি লগন এল বুঝি কাছে,song424_আমার গোধূলি লগন এল বুঝি কাছে.docx,Data/Rabindra Nath Tagore/song424_আমার গোধূলি লগন এল বুঝি কাছে.docx
Rabindra Nath Tagore,ও যে মানে না মানা।,song665_ও যে মানে না মানা।.docx,Data/Rabindra Nath Tagore/song665_ও যে মানে না মানা।.docx
Rabindra Nath Tagore,শ্রাবণবরিষন পার হয়ে কী বাণী আসে ওই রয়ে রয়ে,song226_শ্রাবণবরিষন পার হয়ে কী বাণী আসে ওই রয়ে রয়ে.docx,Data/Rabindra Nath Tagore/song226_শ্রাবণবরিষন পার হয়ে কী বাণী আসে ওই রয়ে রয়ে.docx
Rabindra Nath Tagore,অশ্রুভরা বেদনা,song30_অশ্রুভরা বেদনা.docx,Data/Rabindra Nath Tagore/song30_অশ্রুভরা বেদনা.docx
Rabindra Nath Tagore,দুখের বেশে এসেছ ব’লে তোমারে নাহি ডরিব হে,song295_দুখের বেশে এসেছ ব’লে তোমারে নাহি ডরিব হে.docx,Data/Rabindra Nath Tagore/song295_দুখের বেশে এসেছ ব’লে তোমারে নাহি ডরিব হে.docx
Rabindra Nath Tagore,অচেনাকে ভয় কী আমার ওরে,song676_অচেনাকে ভয় কী আমার ওরে.docx,Data/Rabindra Nath Tagore/song676_অচেনাকে ভয় কী আমার ওরে.docx
Rabindra Nath Tagore,আমার না বলা বাণীর ঘন যামিনীর মাঝে,song564_আমার না বলা বাণীর ঘন যামিনীর মাঝে.docx,Data/Rabindra Nath Tagore/song564_আমার না বলা বাণীর ঘন যামিনীর মাঝে.docx
Rabindra Nath Tagore,সীমার মাঝে অসীম তুমি বাজাও আপন সুর,song484_সীমার মাঝে অসীম তুমি বাজাও আপন সুর.docx,Data/Rabindra Nath Tagore/song484_সীমার মাঝে অসীম তুমি বাজাও আপন সুর.docx
Rabindra Nath Tagore,তার বিদায় বেলার মালাখানি আমার গলে রে,song621_তার বিদায় বেলার মালাখানি আমার গলে রে.docx,Data/Rabindra Nath Tagore/song621_তার বিদায় বেলার মালাখানি আমার গলে রে.docx
Rabindra Nath Tagore,আমার সোনার বাংলা,song78_আমার সোনার বাংলা.docx,Data/Rabindra Nath Tagore/song78_আমার সোনার বাংলা.docx
Rabindra Nath Tagore,অলি বার বার ফিরে যায়,song822_অলি বার বার ফিরে যায়.docx,Data/Rabindra Nath Tagore/song822_অলি বার বার ফিরে যায়.docx
Rabindra Nath Tagore,অনেক পাওয়ার মাঝে মাঝে,song48_অনেক পাওয়ার মাঝে মাঝে.docx,Data/Rabindra Nath Tagore/song48_অনেক পাওয়ার মাঝে মাঝে.docx
Rabindra Nath Tagore,দাঁড়াও আমার আঁখির আগে,song456_দাঁড়াও আমার আঁখির আগে.docx,Data/Rabindra Nath Tagore/song456_দাঁড়াও আমার আঁখির আগে.docx
Rabindra Nath Tagore,এই মলিন বস্ত্র ছাড়তে হবে,song399_এই মলিন বস্ত্র ছাড়তে হবে.docx,Data/Rabindra Nath Tagore/song399_এই মলিন বস্ত্র ছাড়তে হবে.docx
